address,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width
" 
                                                 Đường Hoàng Sa ,                                                  Phường 11 ,                                                  Quận 3 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS278838, 16 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 16 m, Sổ Hồng, Có, 4 m,https://nhadat24h.net.vn/storage/product/16069/z4916735951384-9b006d908b9c2ab2298de00829bf3b6e.jpg, Có," ♥️♥️ Cho thuê Nhà 4 tầng MTKD Hoàng Sa, Q3 - 18 tr/th", Không," 

                                                                                                18
                                                                                                Triệu/tháng                                            ", 15 m," 
                                                Đường Hoàng Sa, 11
                                            ", Không,"♥️♥️ Cho thuê Nhà 4 tầng MTKD Hoàng Sa, Q3 - 18 tr/th",1,https://nhadat24h.net.vn/du-an/cho-thue-nha-4-tang-mtkd-hoang-sa-q3-18-trth/278838, 16 m, 4.5 m
" 
                                                 Đường Nguyễn Phúc Chu ,                                                  Phường 15 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS278837, 192 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 192 m, Sổ Hồng, Có, 12 m,https://nhadat24h.net.vn/storage/product/16069/a5.jpg, Có, ♥️♥️ Cho thuê Nhà 4 tầng MTKD Nguyễn Phúc Chu - 4pn 6wc, Không," 

                                                                                                18
                                                                                                Triệu/tháng                                            ", 15 m," 
                                                Đường Nguyễn Phúc Chu, 15
                                            ", Không,♥️♥️ Cho thuê Nhà 4 tầng MTKD Nguyễn Phúc Chu - 4pn 6wc,1,https://nhadat24h.net.vn/du-an/cho-thue-nha-4-tang-mtkd-nguyen-phuc-chu-4pn-6wc/278837, 192 m, 4 m
" 
                                                 Đường Lê Văn Khương ,                                                  Phường Hiệp Thành ,                                                  Quận 12 ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 0, MS278833, 35 m,," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Đông
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
                                                ", 0, 35 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/11792/z4597291926835-26372fdc2264eba160f0c936587c448f.jpg, Có, PHÒNG FULL NỘI THẤT CÓ BAN CÔNG TRUNG TÂM QUẬN 12, Không," 

                                                                                                3.2
                                                                                                Triệu/tháng                                            ", 10 m," 
                                                Đường Lê Văn Khương, Hiệp Thành
                                            ", Không,PHÒNG FULL NỘI THẤT CÓ BAN CÔNG TRUNG TÂM QUẬN 12,1,https://nhadat24h.net.vn/du-an/phong-full-noi-that-co-ban-cong-trung-tam-quan-12/278833, 35 m, 0 m
" 
                                                 Đường Trường Chinh ,                                                  Phường 13 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS278839, 92 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 92 m, Sổ Hồng, Có, 11 m,https://nhadat24h.net.vn/storage/product/16069/z4917417756866-8b2932d5f4a83e8357f06fcf36cba1c7.jpg, Có," ♥️♥️ Cho thuê Nhà 2 tầng Hẻm 8m Trường Chinh, Tân Bình", Không," 

                                                                                                18
                                                                                                Triệu/tháng                                            ", 8 m," 
                                                Đường Trường Chinh, 13
                                            ", Không,"♥️♥️ Cho thuê Nhà 2 tầng Hẻm 8m Trường Chinh, Tân Bình",1,https://nhadat24h.net.vn/du-an/cho-thue-nha-2-tang-hem-8m-truong-chinh-tan-binh/278839, 92 m, 4.2 m
" 
                                                 Đường Nguyễn Hữu Tiến ,                                                  Phường Tây Thạnh ,                                                  Quận Tân Phú ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS279452, 25 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 25 m, Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/1-92.jpg, Có, Chính chủ Pass căn hộ mini full nội thất Tân Phú, Không," 

                                                                                                3.5
                                                                                                Triệu/tháng                                            ", 1 m," 
                                                Đường Nguyễn Hữu Tiến, Tây Thạnh
                                            ", Không,Chính chủ Pass căn hộ mini full nội thất Tân Phú,1,https://nhadat24h.net.vn/du-an/chinh-chu-pass-can-ho-mini-full-noi-that-tan-phu/279452, 25 m, 5 m
" 
                                                                                                 Xã Suối Nghệ ,                                                  Huyện Châu Đức ,                                                   Tỉnh Bà Rịa - Vũng Tàu                                              ", Có, 1, MS279453, 10665 m,Vui lòng liên hệ để biết thêm chi tiết và thăm dự án.," 
                                                                                                            Không xác định
                                                    
                                                ", 8, 10665 m, Sổ Đỏ, Có, 135 m,https://nhadat24h.net.vn/storage/product/6913/z4513337379568-b36cd4d627580b3f850d575d13f6e7d1.jpg, Có," sẵn xưởng cho thuê phù hợp đầu tư nhiều ngành nghề, Chuẩn EPE , FĐI. giá thuê tốt", Không," 

                                                                                                450
                                                                                                Triệu/tháng                                            ", 15 m," 
                                                Đường Châu Đức - Suối Nghệ, Suối Nghệ
                                            ", Không,"sẵn xưởng cho thuê phù hợp đầu tư nhiều ngành nghề, Chuẩn EPE , FĐI. giá thuê tốt",1,https://nhadat24h.net.vn/du-an/san-xuong-cho-thue-phu-hop-dau-tu-nhieu-nganh-nghe-chuan-epe-fdi-gia-thue-tot/279453, 10665 m, 60 m
" 
                                                 Đường Điện Biên Phủ ,                                                  Phường Phú Tân ,                                                  Thành phố Thủ Dầu Một ,                                                   Tỉnh Bình Dương                                              ", Có, 1, MS279454, 36175 m,Rất mong rằng thông tin trên sẽ giúp Quý Công Ty có cái nhìn tổng quan về cơ sở hạ tầng và khả năng sử dụng của nhà xưởng này.  ," 
                                                                                                            Không xác định
                                                    
                                                ", 16, 36175 m, Sổ Đỏ, Có, 279 m,https://nhadat24h.net.vn/storage/product/6913/1-7.jpg, Có, nhà xưởng sản xuất với diện tích cho thuê đa dạng phù hợp nhiều nhu cầu sản xuất, Không," 

                                                                                                1.95
                                                                                                Triệu/tháng                                            ", 18 m," 
                                                Đường Điện Biên Phủ, Phú Tân
                                            ", Không,nhà xưởng sản xuất với diện tích cho thuê đa dạng phù hợp nhiều nhu cầu sản xuất,1,https://nhadat24h.net.vn/du-an/nha-xuong-san-xuat-voi-dien-tich-cho-thue-da-dang-phu-hop-nhieu-nhu-cau-san-xuat/279454, 36175 m, 130 m
" 
                                                 Đường Điện Biên Phủ ,                                                  Phường Phú Tân ,                                                  Thành phố Thủ Dầu Một ,                                                   Tỉnh Bình Dương                                              ", Có, 1, MS279455, 36175 m,Rất mong rằng thông tin trên sẽ giúp Quý Công Ty có cái nhìn tổng quan về cơ sở hạ tầng và khả năng sử dụng của nhà xưởng này.  ," 
                                                                                                            Không xác định
                                                    
                                                ", 16, 36175 m, Sổ Đỏ, Có, 279 m,https://nhadat24h.net.vn/storage/product/6944/1-8.jpg, Có," nhà xưởng sản xuất với diện tích, Thu Hút Sản xuất đa dạng ngành nghề. kho bãi", Không," 

                                                                                                1.95
                                                                                                Triệu/tháng                                            ", 18 m," 
                                                Đường Điện Biên Phủ, Phú Tân
                                            ", Không,"nhà xưởng sản xuất với diện tích, Thu Hút Sản xuất đa dạng ngành nghề. kho bãi",1,https://nhadat24h.net.vn/du-an/nha-xuong-san-xuat-voi-dien-tich-thu-hut-san-xuat-da-dang-nganh-nghe-kho-bai/279455, 36175 m, 130 m
" 
                                                                                                 Xã Suối Nghệ ,                                                  Huyện Châu Đức ,                                                   Tỉnh Bà Rịa - Vũng Tàu                                              ", Có, 1, MS279464, 10665 m,Vui lòng liên hệ để biết thêm chi tiết và thăm dự án.," 
                                                                                                            Không xác định
                                                    
                                                ", 8, 10665 m, Sổ Đỏ, Có, 135 m,https://nhadat24h.net.vn/storage/product/8992/z4513337379568-b36cd4d627580b3f850d575d13f6e7d1-1.jpg, Có," Nhà Máy cho thuê Thu Hút Đầu tư , Chuẩn Đăng ký EPE , FDI. Hạ tầng hoàn thiện", Không," 

                                                                                                450
                                                                                                Triệu/tháng                                            ", 15 m," 
                                                Đường Châu Đức - Suối Nghệ, Suối Nghệ
                                            ", Không,"Nhà Máy cho thuê Thu Hút Đầu tư , Chuẩn Đăng ký EPE , FDI. Hạ tầng hoàn thiện",1,https://nhadat24h.net.vn/du-an/nha-may-cho-thue-thu-hut-dau-tu-chuan-dang-ky-epe-fdi-ha-tang-hoan-thien/279464, 10665 m, 60 m
" 
                                                                                                 Xã Suối Nghệ ,                                                  Huyện Châu Đức ,                                                   Tỉnh Bà Rịa - Vũng Tàu                                              ", Có, 1, MS279456, 10665 m,Vui lòng liên hệ để biết thêm chi tiết và thăm dự án.," 
                                                                                                            Không xác định
                                                    
                                                ", 8, 10665 m, Sổ Đỏ, Có, 135 m,https://nhadat24h.net.vn/storage/product/6944/z4513337379568-b36cd4d627580b3f850d575d13f6e7d1.jpg, Có," sẵn xưởng cho thuê Thu Hút Đầu tư , Chuẩn Đăng ký EPE , FDI. trang thiết bị hiện đại", Không," 

                                                                                                450
                                                                                                Triệu/tháng                                            ", 15 m," 
                                                Đường Châu Đức - Suối Nghệ, Suối Nghệ
                                            ", Không,"sẵn xưởng cho thuê Thu Hút Đầu tư , Chuẩn Đăng ký EPE , FDI. trang thiết bị hiện đại",1,https://nhadat24h.net.vn/du-an/san-xuong-cho-thue-thu-hut-dau-tu-chuan-dang-ky-epe-fdi-trang-thiet-bi-hien-dai/279456, 10665 m, 60 m
" 
                                                 Đường Điện Biên Phủ ,                                                  Phường Phú Tân ,                                                  Thành phố Thủ Dầu Một ,                                                   Tỉnh Bình Dương                                              ", Có, 1, MS279460, 36175 m,Rất mong rằng thông tin trên sẽ giúp Quý Công Ty có cái nhìn tổng quan về cơ sở hạ tầng và khả năng sử dụng của nhà xưởng này.  ," 
                                                                                                            Không xác định
                                                    
                                                ", 16, 36175 m, Sổ Đỏ, Có, 279 m,https://nhadat24h.net.vn/storage/product/6946/1-35.jpg, Có," nhà xưởng sản xuất với diện tích, SX theo tiêu chuẩn QĐ KCN, trang bị PC tự động", Không," 

                                                                                                1.95
                                                                                                Triệu/tháng                                            ", 18 m," 
                                                Đường Điện Biên Phủ, Phú Tân
                                            ", Không,"nhà xưởng sản xuất với diện tích, SX theo tiêu chuẩn QĐ KCN, trang bị PC tự động",1,https://nhadat24h.net.vn/du-an/nha-xuong-san-xuat-voi-dien-tich-sx-theo-tieu-chuan-qd-kcn-trang-bi-pc-tu-dong/279460, 36175 m, 130 m
" 
                                                 Đường Đa Tốn ,                                                  Xã Đa Tốn ,                                                  Huyện Gia Lâm ,                                                   Thành phố Hà Nội                                              ", Có, 1, MS279468, 30 m,," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Tây Nam
                                                                                                                                                                        
                                                ", 1, 30 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/15395/5285cb2e-7ced-476e-9162-c1c41c86201d.jpg, Có, CHO THUÊ CĂN HỘ STUDIO BÊN RUBY TẠI VINHOMES OCEAN PARK GIẤ RẺ ƯU ĐÃI FUL NỘI THẤT MỚI, Không," 

                                                                                                7
                                                                                                Triệu/tháng                                            ", 1 m," 
                                                Đường Đa Tốn, Đa Tốn
                                            ", Không,CHO THUÊ CĂN HỘ STUDIO BÊN RUBY TẠI VINHOMES OCEAN PARK GIẤ RẺ ƯU ĐÃI FUL NỘI THẤT MỚI,1,https://nhadat24h.net.vn/du-an/cho-thue-can-ho-studio-ben-ruby-tai-vinhomes-ocean-park-gia-re-uu-dai-ful-noi-that-moi/279468, 30 m, 0 m
" 
                                                                                                 Xã Suối Nghệ ,                                                  Huyện Châu Đức ,                                                   Tỉnh Bà Rịa - Vũng Tàu                                              ", Có, 1, MS279473, 10665 m,Vui lòng liên hệ để biết thêm chi tiết và thăm dự án.," 
                                                                                                            Không xác định
                                                    
                                                ", 8, 10665 m, Sổ Đỏ, Có, 135 m,https://nhadat24h.net.vn/storage/product/6946/z4513337379568-b36cd4d627580b3f850d575d13f6e7d1-1.jpg, Có," Nhà Máy cho thuê Thu Hút Đầu tư , Chuẩn Đăng ký EPE , FDI. Hạ tầng hoàn thiện", Không," 

                                                                                                450
                                                                                                Triệu/tháng                                            ", 15 m," 
                                                Đường Châu Đức - Suối Nghệ, Suối Nghệ
                                            ", Không,"Nhà Máy cho thuê Thu Hút Đầu tư , Chuẩn Đăng ký EPE , FDI. Hạ tầng hoàn thiện",1,https://nhadat24h.net.vn/du-an/nha-may-cho-thue-thu-hut-dau-tu-chuan-dang-ky-epe-fdi-ha-tang-hoan-thien/279473, 10665 m, 60 m
" 
                                                 Đường Phổ Quang ,                                                  Phường 02 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS279474, 45 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 45 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/16078/a0-9.jpg, Có," Cho thuê nhà Góc 2 MTKD đường Phổ Quang, chỉ 8 tr/th", Không," 

                                                                                                8
                                                                                                Triệu/tháng                                            ", 20 m," 
                                                Đường Phổ Quang, 2
                                            ", Không,"Cho thuê nhà Góc 2 MTKD đường Phổ Quang, chỉ 8 tr/th",1,https://nhadat24h.net.vn/du-an/cho-thue-nha-goc-2-mtkd-duong-pho-quang-chi-8-trth/279474, 45 m, 4 m
" 
                                                 Đường Điện Biên Phủ ,                                                  Phường Phú Tân ,                                                  Thành phố Thủ Dầu Một ,                                                   Tỉnh Bình Dương                                              ", Có, 1, MS279477, 36175 m,Rất mong rằng thông tin trên sẽ giúp Quý Công Ty có cái nhìn tổng quan về cơ sở hạ tầng và khả năng sử dụng của nhà xưởng này.  ," 
                                                                                                            Không xác định
                                                    
                                                ", 16, 36175 m, Sổ Đỏ, Có, 279 m,https://nhadat24h.net.vn/storage/product/8992/1-34.jpg, Có," nhà xưởng sản xuất với diện tích, SX theo tiêu chuẩn QĐ KCN, hạ tầng hoàn thiện SX liền", Không," 

                                                                                                1.95
                                                                                                Triệu/tháng                                            ", 18 m," 
                                                Đường Điện Biên Phủ, Phú Tân
                                            ", Không,"nhà xưởng sản xuất với diện tích, SX theo tiêu chuẩn QĐ KCN, hạ tầng hoàn thiện SX liền",1,https://nhadat24h.net.vn/du-an/nha-xuong-san-xuat-voi-dien-tich-sx-theo-tieu-chuan-qd-kcn-ha-tang-hoan-thien-sx-lien/279477, 36175 m, 130 m
" 
                                                 Đường Nguyễn Thái Bình ,                                                  Phường 12 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS279475, 182 m,"- Vị trí: Gần chợ Hoàng Hoa Thám, Coorpmart, nhà thuốc Long Châu siêu thị, ngân hàng, chợ, xe buýt, sân bay, trường học "," 
                                                                                                            Không xác định
                                                    
                                                ", 5, 182 m, Sổ Hồng, Có, 13 m,https://nhadat24h.net.vn/storage/product/16078/a0-10.jpg, Có, Cho thuê Nhà 4 tầng MTKD Nguyễn Thái Bình - chỉ 16 tr/th, Không," 

                                                                                                16
                                                                                                Triệu/tháng                                            ", 20 m," 
                                                Đường Nguyễn Thái Bình, 12
                                            ", Không,Cho thuê Nhà 4 tầng MTKD Nguyễn Thái Bình - chỉ 16 tr/th,1,https://nhadat24h.net.vn/du-an/cho-thue-nha-4-tang-mtkd-nguyen-thai-binh-chi-16-trth/279475, 182 m, 3.5 m
" 
                                                 Đường Út Tịch ,                                                  Phường 04 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS279476, 42 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 42 m, Sổ Hồng, Có, 7 m,https://nhadat24h.net.vn/storage/product/16078/a1-69.jpg, Có," Cho thuê MBKD Hẻm 68 đường Út Tịch, ngang 6m, 12 tr/th", Không," 

                                                                                                12
                                                                                                Triệu/tháng                                            ", 6 m," 
                                                Đường Út Tịch, 4
                                            ", Không,"Cho thuê MBKD Hẻm 68 đường Út Tịch, ngang 6m, 12 tr/th",1,https://nhadat24h.net.vn/du-an/cho-thue-mbkd-hem-68-duong-ut-tich-ngang-6m-12-trth/279476, 42 m, 6 m
" 
                                                 Đường Đa Tốn ,                                                  Xã Đa Tốn ,                                                  Huyện Gia Lâm ,                                                   Thành phố Hà Nội                                              ", Có, 1, MS279480, 30 m,," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Tây Nam
                                                                                                                                                                        
                                                ", 1, 30 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/15397/5285cb2e-7ced-476e-9162-c1c41c86201d.jpg, Có, CHO THUÊ CĂN HỘ STUDIO BÊN RUBY TẠI VINHOMES OCEAN PARK GIẤ RẺ ƯU ĐÃI FUL NỘI THẤT MỚI, Không," 

                                                                                                7
                                                                                                Triệu/tháng                                            ", 1 m," 
                                                Đường Đa Tốn, Đa Tốn
                                            ", Không,CHO THUÊ CĂN HỘ STUDIO BÊN RUBY TẠI VINHOMES OCEAN PARK GIẤ RẺ ƯU ĐÃI FUL NỘI THẤT MỚI,1,https://nhadat24h.net.vn/du-an/cho-thue-can-ho-studio-ben-ruby-tai-vinhomes-ocean-park-gia-re-uu-dai-ful-noi-that-moi/279480, 30 m, 0 m
" 
                                                 Đường Nguyễn Phúc Chu ,                                                  Phường 15 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS278851, 192 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 192 m, Sổ Hồng, Có, 12 m,https://nhadat24h.net.vn/storage/product/16078/a5-2.jpg, Có, 💥 Nhà 4 tầng 4PN - MTKD Nguyễn Phúc Chu, Không," 

                                                                                                18
                                                                                                Triệu/tháng                                            ", 15 m," 
                                                Đường Nguyễn Phúc Chu, 15
                                            ", Không,💥 Nhà 4 tầng 4PN - MTKD Nguyễn Phúc Chu,1,https://nhadat24h.net.vn/du-an/nha-4-tang-4pn-mtkd-nguyen-phuc-chu/278851, 192 m, 4 m
" 
                                                 Đường Trường Chinh ,                                                  Phường 13 ,                                                  Quận Tân Bình ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS278852, 92 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 92 m, Sổ Hồng, Có, 11 m,https://nhadat24h.net.vn/storage/product/16078/z4917417756866-8b2932d5f4a83e8357f06fcf36cba1c7.jpg, Có," 💥 Nhà 2 tầng Hẻm 320 Trường Chinh, F13,Tân Bình", Không," 

                                                                                                18
                                                                                                Triệu/tháng                                            ", 8 m," 
                                                Đường Trường Chinh, 13
                                            ", Không,"💥 Nhà 2 tầng Hẻm 320 Trường Chinh, F13,Tân Bình",1,https://nhadat24h.net.vn/du-an/nha-2-tang-hem-320-truong-chinh-f13tan-binh/278852, 92 m, 4.2 m
" 
                                                 Đường Nguyễn Văn Lộc ,                                                  Phường Mộ Lao ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 4, MS278883, 90 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 5, 90 m, Sổ Đỏ, Có, 5 m,https://nhadat24h.net.vn/storage/product/2046/z4917915589939-230e683febec98cb82a4d4f4a0454c88.jpg, Có," Cho thuê nhà khu liền kề Làng Việt Kiều Châu Âu, DT 90m2 x 4 tầng, MT 5m.", Không," 

                                                                                                26
                                                                                                Triệu/tháng                                            ", 15 m," 
                                                Đường Nguyễn Văn Lộc, Mộ Lao
                                            ", Không,"Cho thuê nhà khu liền kề Làng Việt Kiều Châu Âu, DT 90m2 x 4 tầng, MT 5m.",1,https://nhadat24h.net.vn/du-an/cho-thue-nha-khu-lien-ke-lang-viet-kieu-chau-au-dt-90m2-x-4-tang-mt-5m/278883, 90 m, 5 m
" 
                                                 Đường Quốc lộ 32 ,                                                  Thị trấn Trạm Trôi ,                                                  Huyện Hoài Đức ,                                                   Thành phố Hà Nội                                              ", Có, 7, MS278888, 50 m,Liên Hệ: Thanh Phượng 0868925393," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Đông
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
                                                ", 10, 50 m, Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/16285/0-02-08-e37f27dde89c9aea8ec1f1a9fafbddf51699fc4cf723e8af455c4454500b2f3e-full-large.jpg, Có," Chính chủ cần cho thuê, sang nhượng nhà nghỉ, gần ngã tư trị trấn trạm trôi, Huyện Hoài Đức, Hà Nội", Không," 

                                                                                                30
                                                                                                Triệu/tháng                                            ", 10 m," 
                                                Đường 32, Trạm Trôi
                                            ", Không,"Chính chủ cần cho thuê, sang nhượng nhà nghỉ, gần ngã tư trị trấn trạm trôi, Huyện Hoài Đức, Hà Nội",1,https://nhadat24h.net.vn/du-an/chinh-chu-can-cho-thue-sang-nhuong-nha-nghi-gan-nga-tu-tri-tran-tram-troi-huyen-hoai-duc-ha-noi/278888, 50 m, 7 m
" 
                                                 Đường Ung Văn Khiêm ,                                                  Phường 25 ,                                                  Quận Bình Thạnh ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 3, MS278897, 20 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 20 m, Hợp đồng mua bán, Có, 0 m,https://nhadat24h.net.vn/storage/product/15044/1-35.jpg, Có," Phòng mới 20m2, full nội thất, đường Ung văn Khiêm, P25, Bình Thạnh", Không," 

                                                                                                3.8
                                                                                                Triệu/tháng                                            ", 6 m," 
                                                Đường Ung Văn Khiêm, 25
                                            ", Không,"Phòng mới 20m2, full nội thất, đường Ung văn Khiêm, P25, Bình Thạnh",1,https://nhadat24h.net.vn/du-an/phong-moi-20m2-full-noi-that-duong-ung-van-khiem-p25-binh-thanh/278897, 20 m, 0 m
" 
                                                 Đường Võ Liêm Sơn ,                                                  Phường 04 ,                                                  Quận 8 ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 0, MS279021, 32 m,"* KẾT CẤU: 1 phòng trống, có nhà vệ sinh theo tầng"," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 32 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/15678/z4918538966919-370cec595999fd138e9593fb848c0267.jpg, Có," CHÍNH CHỦ CHO THUÊ VĂN PHÒNG HOẶC LÀM PHÒNG Ở TẠI QUẬN 8, TP HỒ CHÍ MINH", Không," 

                                                                                                3.9
                                                                                                Triệu/tháng                                            ", 5 m," 
                                                Đường Võ Liêm Sơn, 4
                                            ", Không,"CHÍNH CHỦ CHO THUÊ VĂN PHÒNG HOẶC LÀM PHÒNG Ở TẠI QUẬN 8, TP HỒ CHÍ MINH",1,https://nhadat24h.net.vn/du-an/chinh-chu-cho-thue-van-phong-hoac-lam-phong-o-tai-quan-8-tp-ho-chi-minh/279021, 32 m, 0 m
" 
                                                 Đường Quang Trung ,                                                  Phường Quang Trung ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS279004, 15 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 15 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/6165/z4917955894989-fe4b19e857c1ea8f1c1ce26311547725.jpg, Có," Cho thuê cửa hàng mặt đường Quang Trung. Địa chỉ: Số nhà 355 đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội", Không," 

                                                                                                8
                                                                                                Triệu/tháng                                            ", 12 m," 
                                                Đường Quang Trung, Quang Trung
                                            ", Không,"Cho thuê cửa hàng mặt đường Quang Trung. Địa chỉ: Số nhà 355 đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",1,https://nhadat24h.net.vn/du-an/cho-thue-cua-hang-mat-duong-quang-trung-dia-chi-so-nha-355-duong-quang-trung-phuong-quang-trung-quan-ha-dong-ha-noi/279004, 15 m, 3.8 m
" 
                                                                                                 Phường Dĩ An ,                                                  Thị xã Dĩ An ,                                                   Tỉnh Bình Dương                                              ", Có, 30, MS279031, 69 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 69 m, Sổ Hồng, Có, 0 m,https://nhadat24h.net.vn/storage/product/14953/z4918637770376-905af586f03af97d355b996abc11cd17.jpg, Có, cho thuê căn hộ 2pn2wc full nội thất đẹp như hình, Không," 

                                                                                                9
                                                                                                Triệu/tháng                                            ", 4 m," 
                                                Đường 743C, Dĩ An
                                            ", Không,cho thuê căn hộ 2pn2wc full nội thất đẹp như hình,1,https://nhadat24h.net.vn/du-an/cho-thue-can-ho-2pn2wc-full-noi-that-dep-nhu-hinh/279031, 69 m, 0 m
" 
                                                 Đường 69 ,                                                  Phường Phú Đô ,                                                  Quận Nam Từ Liêm ,                                                   Thành phố Hà Nội                                              ", Có, 2, MS279043, 30 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 30 m, Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/1-89.jpg, Có," cần nhượng lại phòng do có việc về quê Đỗ Đức Dục , Nam Từ Liêm, Hà Nội", Không," 

                                                                                                3.9
                                                                                                Triệu/tháng                                            ", 1 m," 
                                                Đường 69, Phú Đô
                                            ", Không,"cần nhượng lại phòng do có việc về quê Đỗ Đức Dục , Nam Từ Liêm, Hà Nội",1,https://nhadat24h.net.vn/du-an/can-nhuong-lai-phong-do-co-viec-ve-que-do-duc-duc-nam-tu-liem-ha-noi/279043, 30 m, 5 m
" 
                                                 Đường Phổ Quang ,                                                  Phường 02 ,                                                  Quận Phú Nhuận ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS279068, 200 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 200 m, Sổ Hồng, Có, 25 m,https://nhadat24h.net.vn/storage/product/14669/a0-3.jpg, Có," Nhà MTKD gần sân bay TSN, 2 tầng 4pn - 25 tr/th", Không," 

                                                                                                25
                                                                                                Triệu/tháng                                            ", 20 m," 
                                                Đường Phổ Quang, 2
                                            ", Không,"Nhà MTKD gần sân bay TSN, 2 tầng 4pn - 25 tr/th",1,https://nhadat24h.net.vn/du-an/nha-mtkd-gan-san-bay-tsn-2-tang-4pn-25-trth/279068, 200 m, 4 m
