address,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width
" 
                                                                                                                                                 Thị xã Nghi Sơn ,                                                   Thành phố Hà Nội                                              ", Có, 30, MS162191, 110 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 110 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/9773/z4201806729164-c0f7f8018de5163a7db9f29edfe3fb1c.jpg, Có," Bán căn hộ chung cư Ngoại Giao Đoàn, Toà N02 T1, DT 110m, 3 ngủ, full nội thất,lô góc, nhà thoáng mát", Không," 

                                                                                                5.3
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Nguyễn Văn Huyên Xuân Tảo
                                            ", Không,"Bán căn hộ chung cư Ngoại Giao Đoàn, Toà N02 T1, DT 110m, 3 ngủ, full nội thất,lô góc, nhà thoáng mát", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-chung-cu-ngoai-giao-doan-toa-n02-t1-dt-110m-3-ngu-full-noi-thatlo-goc-nha-thoang-mat/162191, 110 m, 10 m
" 
                                                 Đường Hàm Nghi ,                                                  Phường Cầu Diễn ,                                                  Quận Nam Từ Liêm ,                                                   Thành phố Hà Nội                                              ", Có, 10, MS162039, 92 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 92 m, Sổ Hồng, Có, 10 m,https://nhadat24h.net.vn/storage/product/8926/113.jpg, Có, Bán căn hộ CT5 Mỹ ĐÌnh 2 chủ đầu tư HUD xây dựng, Không," 

                                                                                                2.8
                                                                                                Tỷ                                            ", 1.5 m," 
                                                Đường Hàm Nghi Cầu Diễn
                                            ", Không,Bán căn hộ CT5 Mỹ ĐÌnh 2 chủ đầu tư HUD xây dựng, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-ct5-my-dinh-2-chu-dau-tu-hud-xay-dung/162039, 92 m, 5 m
" 
                                                 Đường Hàm Nghi ,                                                  Phường Cầu Diễn ,                                                  Quận Nam Từ Liêm ,                                                   Thành phố Hà Nội                                              ", Có, 15, MS162003, 77 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 77 m, Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/8926/13.jpg, Có, Thiên đường giữa lòng thành phố vinaconex 7 là chung cư tốt nhất đang mua nhất hiện tại, Không," 

                                                                                                2.45
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Hàm Nghi Cầu Diễn
                                            ", Không,Thiên đường giữa lòng thành phố vinaconex 7 là chung cư tốt nhất đang mua nhất hiện tại, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/thien-duong-giua-long-thanh-pho-vinaconex-7-la-chung-cu-tot-nhat-dang-mua-nhat-hien-tai/162003, 77 m, 10 m
" 
                                                                                                 Phường Trường Thọ ,                                                  Quận Thủ Đức ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 20, MS161954, 36 m,," 
                                                                                                                                                                                                                                                                                                                                                        Đông Bắc
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
                                                ", 1, 36 m, Hợp đồng mua bán, Có, 8 m,https://nhadat24h.net.vn/storage/product/9542/z4246349261864-53cb36293e4d0ea24abfe4d02760fb98.jpg, Có, Mua Căn hộ 5 sao Thủ Đức với 110tr tại sao không, Không," 

                                                                                                2.5
                                                                                                Tỷ                                            ", 50 m," 
                                                Đường 12 Trường Thọ
                                            ", Không,Mua Căn hộ 5 sao Thủ Đức với 110tr tại sao không, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/mua-can-ho-5-sao-thu-duc-voi-110tr-tai-sao-khong/161954, 36 m, 4 m
" 
                                                 Đường Võ Chí Công ,                                                  Phường Phú Thượng ,                                                  Quận Tây Hồ ,                                                   Thành phố Hà Nội                                              ", Có, 5, MS161993, 147 m,," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Đông Nam
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
                                                ", 4, 147 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/9352/20220906111648-2fbf-wm-5.jpg, Có, Bán căn hộ B501 diện tich 147m2 chung cư Udic WestLake, Không," 

                                                                                                6.4
                                                                                                Tỷ                                            ", 40 m," 
                                                Đường Võ Chí Công Phú Thượng
                                            ", Không,Bán căn hộ B501 diện tich 147m2 chung cư Udic WestLake, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-b501-dien-tich-147m2-chung-cu-udic-westlake/161993, 147 m, 14 m
" 
                                                                                                 Phường Hoà Hải ,                                                  Quận Ngũ Hành Sơn ,                                                   Thành phố Đà Nẵng                                              ", Có, 0, MS161228, 0 m, GỌI NGAY: 0784860347 (THANH THƠ - LTTLAND) ," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 0 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/2229/z4236434443777-0c9a8129db5412156a732559165f26ce.jpg, Có, BÁN NHANH CĂN HỘ FPT PLAZA1 QUẬN NGŨ HÀNH SƠN, Không," 

                                                                                                1.62
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Võ Qúy Huân Hòa Hải
                                            ", Không,BÁN NHANH CĂN HỘ FPT PLAZA1 QUẬN NGŨ HÀNH SƠN, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-nhanh-can-ho-fpt-plaza1-quan-ngu-hanh-son/161228, 0 m, 0 m
" 
                                                 Quốc lộ 18 ,                                                  Phường Cẩm Bình ,                                                  Thành phố Cẩm Phả ,                                                   Tỉnh Quảng Ninh                                              ", Có, 10, MS162247, 40 m,Rất nhiều gia đình ở TP Cẩm Phả đang chờ từng ngày để trả nhà thuê! Tại sao vậy? ," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 40 m, Sổ Hồng, Có, 0 m,https://nhadat24h.net.vn/storage/product/9861/vt.jpg, Có, Sở hữu căn hộ Luxcity Cẩm Phả với chính sách cực ưu đãi chỉ còn đến 30/4, Không," 

                                                                                                1.2
                                                                                                Tỷ                                            ", 21 m," 
                                                Đường 18 Cẩm Bình
                                            ", Không,Sở hữu căn hộ Luxcity Cẩm Phả với chính sách cực ưu đãi chỉ còn đến 30/4, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/so-huu-can-ho-luxcity-cam-pha-voi-chinh-sach-cuc-uu-dai-chi-con-den-304/162247, 40 m, 0 m
" 
                                                 Đường Vũ Trọng Khánh ,                                                  Phường Mộ Lao ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 10, MS161242, 135 m,," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Tây Bắc
                                                                                                                                                                                                                                                                                            
                                                ", 3, 135 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/8998/2-1.jpg, Có," 🌈 Bán Căn hộ chung cư Làng Việt Kiều Châu TSQ Euroland 135m2,3PN,2VS giá chỉ 5 tỷ🌈LH: 0333846866", Không," 

                                                                                                5
                                                                                                Tỷ                                            ", 12 m," 
                                                Đường Vũ Trọng Khánh Mộ Lao
                                            ", Không,"🌈 Bán Căn hộ chung cư Làng Việt Kiều Châu TSQ Euroland 135m2,3PN,2VS giá chỉ 5 tỷ🌈LH: 0333846866", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-chung-cu-lang-viet-kieu-chau-tsq-euroland-135m23pn2vs-gia-chi-5-tylh-0333846866/161242, 135 m, 10 m
" 
                                                                                                 Phường Linh Xuân ,                                                  Quận Thủ Đức ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 29, MS161159, 52 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 52 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/8221/z4200050992277-c7d7be03359ddafed551a17e2dd5c7dc.jpg, Có," NHÀ Ở XÃ HỘI CAO CẤP PHẠM VĂN ĐỒNG NỐI DÀI, THANH TOÁN GÓP 2 NĂM , ( GIÁ FULL  1,626,289,542 )", Không," 

                                                                                                1.626
                                                                                                Tỷ                                            ", 40 m," 
                                                Đường Phạm Văn Đồng Linh Xuân
                                            ", Không,"NHÀ Ở XÃ HỘI CAO CẤP PHẠM VĂN ĐỒNG NỐI DÀI, THANH TOÁN GÓP 2 NĂM , ( GIÁ FULL  1,626,289,542 )", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/nha-o-xa-hoi-cao-cap-pham-van-dong-noi-dai-thanh-toan-gop-2-nam-gia-full-1626289542/161159, 52 m, 0 m
" 
                                                 Đường  Hồ Đền Lừ ,                                                  Phường Hoàng Liệt ,                                                  Quận Hoàng Mai ,                                                   Thành phố Hà Nội                                              ", Có, 2, MS161165, 63 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 63 m, Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/9324/z4236029946667-e759eaca59b29edcec194c68a0e9f7c9.jpg, Có," Chính chủ bán căn góc 440 HH3B, Hoàng Liệt, Hoàng Mai, Hà Nội", Không," 

                                                                                                1.65
                                                                                                Tỷ                                            ", 4 m," 
                                                Đường Hồ Đền Lừ Hoàng Liệt
                                            ", Không,"Chính chủ bán căn góc 440 HH3B, Hoàng Liệt, Hoàng Mai, Hà Nội", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-ban-can-goc-440-hh3b-hoang-liet-hoang-mai-ha-noi/161165, 63 m, 5 m
" 
                                                 Đường Phạm Hùng ,                                                  Phường Mỹ Đình 2 ,                                                  Quận Nam Từ Liêm ,                                                   Thành phố Hà Nội                                              ", Có, 10, MS162243, 70 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 70 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/8926/100.jpg, Có," Chính chủ Gia đình cần bán lại căn hộ tại FLC Complex 36 Phạm Hùng, Nam Từ Liêm, Hà Nội.", Không," 

                                                                                                2.6
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Phạm Hùng Mỹ Đình 2
                                            ", Không,"Chính chủ Gia đình cần bán lại căn hộ tại FLC Complex 36 Phạm Hùng, Nam Từ Liêm, Hà Nội.", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/chinh-chu-gia-dinh-can-ban-lai-can-ho-tai-flc-complex-36-pham-hung-nam-tu-liem-ha-noi/162243, 70 m, 7 m
" 
                                                 Đường Hàm Nghi ,                                                  Phường Cầu Diễn ,                                                  Quận Nam Từ Liêm ,                                                   Thành phố Hà Nội                                              ", Có, 10, MS162241, 67 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 67 m, Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/8926/93.jpg, Có, (Hot) Bán gấp căn hộ 67m2 tòa B chung cư HD Mon tầng trung, Không," 

                                                                                                2.8
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Hàm Nghi Cầu Diễn
                                            ", Không,(Hot) Bán gấp căn hộ 67m2 tòa B chung cư HD Mon tầng trung, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/hot-ban-gap-can-ho-67m2-toa-b-chung-cu-hd-mon-tang-trung/162241, 67 m, 6 m
" 
                                                                                                 Phường Thuận Giao ,                                                  Thị xã Thuận An ,                                                   Tỉnh Bình Dương                                              ", Có, 1, MS161271, 42 m,"HOTLINE: 0866144488 (zalo) nhận bảng giá chi tiết, tham quan nhà mẫu nhận quà ngay luôn ạ!."," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 42 m, Hợp đồng mua bán, Có, 7 m,https://nhadat24h.net.vn/storage/product/6323/7-3.jpg, Có," Sở hữu nhà ngay trung tâm thành phố Thuận An chỉ 160 triệu nhận nhà, có tặng nội thất cho khách hàng, hỗ trợ vay ngân hàng ưu đãi lãi suất", Không," 

                                                                                                166
                                                                                                Triệu                                            ", 1 m," 
                                                Đường Thuận Giao 25 Thuận Giao
                                            ", Không,"Sở hữu nhà ngay trung tâm thành phố Thuận An chỉ 160 triệu nhận nhà, có tặng nội thất cho khách hàng, hỗ trợ vay ngân hàng ưu đãi lãi suất", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/so-huu-nha-ngay-trung-tam-thanh-pho-thuan-an-chi-160-trieu-nhan-nha-co-tang-noi-that-cho-khach-hang-ho-tro-vay-ngan-hang-uu-dai-lai-suat/161271, 42 m, 6 m
" 
                                                                                                                                                 Thị xã Nghi Sơn ,                                                   Thành phố Hà Nội                                              ", Không, 7, MS161262, 104 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 104 m, Sổ Đỏ, Có, 17 m,https://nhadat24h.net.vn/storage/product/8926/121.jpg, Có, 3 ngủ giá cực shocK Goldmark city. Diện tích 104m² thông thủ, Không," 

                                                                                                3.9
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Hồ Tùng Mậu Phú Diễn
                                            ", Không,3 ngủ giá cực shocK Goldmark city. Diện tích 104m² thông thủ, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/3-ngu-gia-cuc-shock-goldmark-city-dien-tich-104m2-thong-thu/161262, 104 m, 6 m
" 
                                                 Đường Vạn Hạnh ,                                                  Phường Đức Giang ,                                                  Quận Long Biên ,                                                   Thành phố Hà Nội                                              ", Có, 9, MS159550, 76 m,"Bán căn hộ chung cư tòa K1 tại khu đô thị Việt Hưng, Quận Long Biên, Hà Nội. Diện tích 76m2, căn hộ 2PN, 2WC, cửa hướng Đông Nam, nhà đẹp mới đủ nội thất chỉ việc dọn vào ở, khu đô thị dân trí cao, sđcc. Giá bán: 1.85 tỷ (TL). Liên hệ: 0948967688."," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Đông Nam
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
                                                ", 2, 76 m, ---, Có, 11 m,https://nhadat24h.net.vn/storage/product/9815/k1-viet-hung-1.jpg, Có," Bán chung cư K1 khu đô thị Việt Hưng, diện tích 76m2 nhà mới đẹp, giá 1.85 tỷ", Không," 

                                                                                                24.5
                                                                                                Triệu/m2                                            ", 24 m," 
                                                Tòa K1 khu đô thị Việt Hưng
                                            ", Không,"Bán chung cư K1 khu đô thị Việt Hưng, diện tích 76m2 nhà mới đẹp, giá 1.85 tỷ", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-chung-cu-k1-khu-do-thi-viet-hung-dien-tich-76m2-nha-moi-dep-gia-185-ty/159550, 76 m, 7 m
" 
                                                 Đường Tân Kỳ Tân Quý ,                                                  Phường Tân Quý ,                                                  Quận Tân Phú ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 12, MS161313, 84 m,," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Tây Bắc
                                                                                                                                                                                                                                                                                            
                                                ", 3, 84 m, Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/9542/z4238119207203-e618371944894372e3a0bb833eb19641.jpg, Có, Bán chung cư Tân Phú 3PN full nội thất, Không," 

                                                                                                3.5
                                                                                                Tỷ                                            ", 10 m," 
                                                Đường Tân Kỳ Tân Quý Tân Quý
                                            ", Không,Bán chung cư Tân Phú 3PN full nội thất, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-chung-cu-tan-phu-3pn-full-noi-that/161313, 84 m, 8 m
" 
                                                                                                 Phường Phước Long B ,                                                  Quận 9 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 0, MS161273, 60 m,"- Giá : 2,46 tỷ TL nhẹ"," 
                                                                                                                                                                                                                                                                                                                                                        Đông Bắc
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
                                                ", 2, 60 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/9346/z4237206902230-13c3636fe50980fce78b31b722572c04.jpg, Có, BÁN GẤP CĂN HỘ GIA HÒA GIÁ RẺ - NHÀ ĐẸP FULL NỘI THẤT, Không," 

                                                                                                2.46
                                                                                                Tỷ                                            ", 30 m," 
                                                Đường Huy Cận Phước Long B
                                            ", Không,BÁN GẤP CĂN HỘ GIA HÒA GIÁ RẺ - NHÀ ĐẸP FULL NỘI THẤT, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-gap-can-ho-gia-hoa-gia-re-nha-dep-full-noi-that/161273, 60 m, 6 m
" 
                                                                                                 Phường Trường Thọ ,                                                  Quận Thủ Đức ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 20, MS161315, 36 m,," 
                                                                                                                                                                                                                                                                                                                                                        Đông Bắc
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
                                                ", 1, 36 m, Hợp đồng mua bán, Có, 8 m,https://nhadat24h.net.vn/storage/product/9542/z4216479515842-ec61b3dca915df041b770e977a4f4083-1.jpg, Có, Mở bán căn hộ Hưng Thịnh 5 sao Avatar Thủ Đức, Không," 

                                                                                                2.5
                                                                                                Tỷ                                            ", 50 m," 
                                                Đường 12 Trường Thọ
                                            ", Không,Mở bán căn hộ Hưng Thịnh 5 sao Avatar Thủ Đức, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/mo-ban-can-ho-hung-thinh-5-sao-avatar-thu-duc/161315, 36 m, 4 m
" 
                                                 Quốc lộ 18 ,                                                  Phường Cẩm Bình ,                                                  Thành phố Cẩm Phả ,                                                   Tỉnh Quảng Ninh                                              ", Có, 6, MS161370, 62 m," Tháng 4 này, thị trường bất động sản Quảng Ninh có dịp “trầm trồ” vì độ “chịu chơi” đến từ Căn hộ nghỉ dưỡng hoàng gia Luxcity Cẩm Phả. Theo đó, Chủ đầu tư đã “trình làng” loạt chính sách khủng thổi bay mọi áp lực lãi suất khi mua nhà, giúp khách hàng dễ dàng sở hữu căn hộ chất Mỹ không âu lo "," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 62 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/9861/85438cf7dd2c0072593d.jpg, Có, Bán căn hộ 2 phòng ngủ chung cư cao cấp Luxcity Cẩm Phả, Không," 

                                                                                                1.727
                                                                                                Tỷ                                            ", 21 m," 
                                                Đường 18 Cẩm Bình
                                            ", Không,Bán căn hộ 2 phòng ngủ chung cư cao cấp Luxcity Cẩm Phả, Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-2-phong-ngu-chung-cu-cao-cap-luxcity-cam-pha/161370, 62 m, 0 m
" 
                                                 Đường Vũ Trọng Khánh ,                                                  Phường Mộ Lao ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 10, MS161290, 89 m,Bán căn góc 2 Phòng Ngủ Ban Công Đông Nam Mulberry giá nhỉnh 3 tỷ," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Tây Nam
                                                                                                                                                                        
                                                ", 2, 89 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/8998/339070034-172415228959668-294667079612652916-n.jpg, Có," Bán Gấp Chung Cư TSQ MulburyLand LÔ GÓC dt Khổng Lồ89m,2PN2VS,view hồ Làng Việt Kiều,Làm VP TỐT LH:0333846866", Không," 

                                                                                                3.35
                                                                                                Tỷ                                            ", 12 m," 
                                                Đường Vũ Trọng Khánh Mộ Lao
                                            ", Không,"Bán Gấp Chung Cư TSQ MulburyLand LÔ GÓC dt Khổng Lồ89m,2PN2VS,view hồ Làng Việt Kiều,Làm VP TỐT LH:0333846866", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-gap-chung-cu-tsq-mulburyland-lo-goc-dt-khong-lo89m2pn2vsview-ho-lang-viet-kieulam-vp-tot-lh0333846866/161290, 89 m, 10 m
" 
                                                                                                                                                 Thị xã Nghi Sơn ,                                                   Thành phố Hà Nội                                              ", Không, 7, MS161275, 121 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 121 m, Sổ Đỏ, Có, 17 m,https://nhadat24h.net.vn/storage/product/8926/49.jpg, Có," Chuyển lên căn 4 ngủ, gia đình cần bán lại căn hộ tại:", Không," 

                                                                                                3.9
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Hồ Tùng Mậu Phú Diễn
                                            ", Không,"Chuyển lên căn 4 ngủ, gia đình cần bán lại căn hộ tại:", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/chuyen-len-can-4-ngu-gia-dinh-can-ban-lai-can-ho-tai/161275, 121 m, 6 m
" 
                                                 Đường Vĩnh Viễn ,                                                  Phường 07 ,                                                  Quận 10 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 12, MS161329, 68 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 68 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/4289/z4029433758767-1dc9b03cfd586be0ea604737cfc33f66-1.jpg, Có," QUẬN 10, CĂN GÓC 68M2 CAO ỐC B NGUYỄN KIM. GIÁ 3 TỶ", Không," 

                                                                                                3
                                                                                                Tỷ                                            ", 22 m," 
                                                Đường Vĩnh Viễn 7
                                            ", Không,"QUẬN 10, CĂN GÓC 68M2 CAO ỐC B NGUYỄN KIM. GIÁ 3 TỶ", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/quan-10-can-goc-68m2-cao-oc-b-nguyen-kim-gia-3-ty/161329, 68 m, 7 m
" 
                                                 Đường Vĩnh Viễn ,                                                  Phường 07 ,                                                  Quận 10 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 12, MS161330, 68 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 68 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/4927/z4029433758767-1dc9b03cfd586be0ea604737cfc33f66-1.jpg, Có," QUẬN 10, CĂN GÓC 68M2 CAO ỐC B NGUYỄN KIM. GIÁ 3 TỶ", Không," 

                                                                                                3
                                                                                                Tỷ                                            ", 22 m," 
                                                Đường Vĩnh Viễn 7
                                            ", Không,"QUẬN 10, CĂN GÓC 68M2 CAO ỐC B NGUYỄN KIM. GIÁ 3 TỶ", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/quan-10-can-goc-68m2-cao-oc-b-nguyen-kim-gia-3-ty/161330, 68 m, 7 m
" 
                                                                                                 Phường Đông Hòa ,                                                  Thị xã Dĩ An ,                                                   Tỉnh Bình Dương                                              ", Có, 33, MS162262, 60 m,," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Đông Nam
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
                                                ", 2, 60 m, Sổ Hồng, Có, 0 m,https://nhadat24h.net.vn/storage/product/8221/thiet-ke-can-giua-1-d1-bcons-plaza.jpg, Có," CÁCH THÀNH PHỐ 3KM CĂN HỘ 2PN 2WC CHỈ 1T6
THANH TOÁN 320tr ĐẾN KHI NHẬN NHÀ", Không," 

                                                                                                1.6
                                                                                                Tỷ                                            ", 35 m," 
                                                Đường Thống Nhất Đông Hòa
                                            ", Không,"CÁCH THÀNH PHỐ 3KM CĂN HỘ 2PN 2WC CHỈ 1T6
THANH TOÁN 320tr ĐẾN KHI NHẬN NHÀ", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/cach-thanh-pho-3km-can-ho-2pn-2wc-chi-1t6-thanh-toan-320tr-den-khi-nhan-nha/162262, 60 m, 0 m
" 
                                                 Đường Vũ Trọng Khánh ,                                                  Phường Mộ Lao ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 10, MS161422, 70 m,🌈🌈 Bán Căn hộ chung cư Làng Việt Kiều Châu TSQ ," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Tây Bắc
                                                                                                                                                                                                                                                                                            
                                                ", 2, 70 m, Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/8998/eca2e6f441db9d85c4ca.jpg, Có," 🌈 Bán Căn hộ CC Việt Kiều Châu TSQ Euroland 70m2, giá chỉ 2.5 tỷ- Bao phí Sang Tên🌈LH: 0333846866", Không," 

                                                                                                3
                                                                                                Tỷ                                            ", 12 m," 
                                                Đường Vũ Trọng Khánh Mộ Lao
                                            ", Không,"🌈 Bán Căn hộ CC Việt Kiều Châu TSQ Euroland 70m2, giá chỉ 2.5 tỷ- Bao phí Sang Tên🌈LH: 0333846866", Căn hộ chung cư,https://nhadat24h.net.vn/du-an/ban-can-ho-cc-viet-kieu-chau-tsq-euroland-70m2-gia-chi-25-ty-bao-phi-sang-tenlh-0333846866/161422, 70 m, 10 m
