address,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width
" 
                                                 Phố Xã Đàn ,                                                  Phường Phương Liên ,                                                  Quận Đống Đa ,                                                   Thành phố Hà Nội                                              ", Không, 7, MS279567, 77 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 1, 77 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/7822/401600767-4439825902952691-602527605239893446-n.jpg, Có," Bán nhà 7 tầng mặt phố Xã Đàn, Đống Đa, quy hoạch ổn định, 77m, mặt tiền 6.5m, 40 tỷ.", Không," 

                                                                                                40
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Xã Đàn, Phương Liên
                                            ", Không,"Bán nhà 7 tầng mặt phố Xã Đàn, Đống Đa, quy hoạch ổn định, 77m, mặt tiền 6.5m, 40 tỷ.",0,https://nhadat24h.net.vn/du-an/ban-nha-7-tang-mat-pho-xa-dan-dong-da-quy-hoach-on-dinh-77m-mat-tien-65m-40-ty/279567, 77 m, 0 m
" 
                                                                                                                                                 Thị xã Nghi Sơn ,                                                   Thành phố Hà Nội                                              ", Có, 5, MS279572, 105 m,"+ Sổ chính chủ, vuông vắn.( có ảnh minh họa kín tiếng)"," 
                                                                                                            Không xác định
                                                    
                                                ", 5, 105 m, Sổ Đỏ, Có, 15 m,https://nhadat24h.net.vn/storage/product/12623/r-5.jpg, Có, BÁN NHÀ PHẠM TUẤN TÀI BẮC TỪ LIÊM -VỈA HÈ SIÊU RỘNG - Ô TÔ TRÁNH - KINH DOANH ĐỈNH - 105M2 GIÁ CHÀO 34 TỶ., Không," 

                                                                                                34
                                                                                                Tỷ                                            ", 20 m," 
                                                Đường Phạm Tuấn Tài, Cổ Nhuế 1
                                            ", Không,BÁN NHÀ PHẠM TUẤN TÀI BẮC TỪ LIÊM -VỈA HÈ SIÊU RỘNG - Ô TÔ TRÁNH - KINH DOANH ĐỈNH - 105M2 GIÁ CHÀO 34 TỶ.,0,https://nhadat24h.net.vn/du-an/ban-nha-pham-tuan-tai-bac-tu-liem-via-he-sieu-rong-o-to-tranh-kinh-doanh-dinh-105m2-gia-chao-34-ty/279572, 105 m, 7 m
" 
                                                 Đường Ngô Xuân Quảng ,                                                  Thị trấn Trâu Quỳ ,                                                  Huyện Gia Lâm ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS279577, 55 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 55 m, Sổ Hồng, Không, 0 m,https://nhadat24h.net.vn/storage/product/9590/mua-ban-nha-dat-trau-quy-dang-xa-co-bi-dong-du-da-ton-kim-son-le-chi-chung-cu-blue-star-vin-gia-lam-ha-noi-0989894845-1-1.jpg, Không," 55m2 đất Ngô Xuân Quảng, Trâu Quỳ, Gia Lâm, Hà Nội. 7 chỗ vào nhà. Lh 0989894845", Không," 

                                                                                                3.999
                                                                                                Tỷ                                            ", 4 m," 
                                                Đường Ngô Xuân Quảng, Trâu Quỳ
                                            ", Không,"55m2 đất Ngô Xuân Quảng, Trâu Quỳ, Gia Lâm, Hà Nội. 7 chỗ vào nhà. Lh 0989894845",0,https://nhadat24h.net.vn/du-an/55m2-dat-ngo-xuan-quang-trau-quy-gia-lam-ha-noi-7-cho-vao-nha-lh-0989894845/279577, 55 m, 0 m
" 
                                                 Quốc lộ 21B ,                                                  Phường Phú Lương ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS279666, 70 m,Điện thoại : 0966127128/0979125725 ," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 70 m, Sổ Đỏ, Không, 15.6 m,https://nhadat24h.net.vn/storage/product/13428/z4889355694988-d0a2fcf70e9c0da8e3cf0ffba4677429-1.jpg, Không, Bán đất Đấu giá Phú Lương 1 lô E6- phân lô vỉa hè- 70m2- nhỉnh 4 tỷ, Không," 

                                                                                                4.2
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường 21B, Phú Lương
                                            ", Không,Bán đất Đấu giá Phú Lương 1 lô E6- phân lô vỉa hè- 70m2- nhỉnh 4 tỷ,0,https://nhadat24h.net.vn/du-an/ban-dat-dau-gia-phu-luong-1-lo-e6-phan-lo-via-he-70m2-nhinh-4-ty/279666, 70 m, 4.5 m
" 
                                                 Đường Nguyễn Sơn ,                                                  Xã Đa Tốn ,                                                  Huyện Gia Lâm ,                                                   Thành phố Hà Nội                                              ", Có, 10, MS279668, 76 m,"Giá bán chỉ có 2,1 tỷ đồng, rẻ nhất thị trường chuyển nhượng."," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Đông Nam
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
                                                ", 3, 76 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/15978/z4914152011115-4f8410a8f7ba12293c7988740b631e3a.jpg, Có," Chủ nhà cần bán cắt lỗ sâu căn hộ 3PN2WC - Giá chỉ có 2,1 tỷ", Không," 

                                                                                                2.1
                                                                                                Tỷ                                            ", 30 m," 
                                                Đường S, Đa Tốn
                                            ", Không,"Chủ nhà cần bán cắt lỗ sâu căn hộ 3PN2WC - Giá chỉ có 2,1 tỷ",0,https://nhadat24h.net.vn/du-an/chu-nha-can-ban-cat-lo-sau-can-ho-3pn2wc-gia-chi-co-21-ty/279668, 76 m, 8 m
" 
                                                 Phố Nguyễn Đình Hoàn ,                                                  Phường Quan Hoa ,                                                  Quận Cầu Giấy ,                                                   Thành phố Hà Nội                                              ", Có, 6, MS279671, 43 m, ," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 43 m, Sổ Đỏ, Có, 13 m,https://nhadat24h.net.vn/storage/product/15003/2-9.jpg, Có," HÓT! Nhà 6 Tầng Mặt Phố Nguyễn Đình Hoàn-Cầu Giấy, Vỉa Hè,Oto Đỗ, KDoanh,Nhỉnh 10 Tỷ", Không," 

                                                                                                10.8
                                                                                                Tỷ                                            ", 9 m," 
                                                Đường Nguyễn Đình Hoàn, Quan Hoa
                                            ", Không,"HÓT! Nhà 6 Tầng Mặt Phố Nguyễn Đình Hoàn-Cầu Giấy, Vỉa Hè,Oto Đỗ, KDoanh,Nhỉnh 10 Tỷ",0,https://nhadat24h.net.vn/du-an/hot-nha-6-tang-mat-pho-nguyen-dinh-hoan-cau-giay-via-heoto-do-kdoanhnhinh-10-ty/279671, 43 m, 3.6 m
" 
                                                 Đường Nguyễn Thị Kiểu ,                                                  Phường Hiệp Thành ,                                                  Quận 12 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 4, MS279675, 100 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 100 m, Sổ Hồng, Có, 25 m,https://nhadat24h.net.vn/storage/product/16293/unnamed-1-1.jpg, Có, QUẬN 12 MẶT TIỀN NGUYỄN THỊ KIỂU 3 TẦNG 4x25 100m2 . GIÁ 5TỶ.X, Không," 

                                                                                                5
                                                                                                Tỷ                                            ", 10 m," 
                                                Đường Nguyễn Thị Kiểu, Hiệp Thành
                                            ", Không,QUẬN 12 MẶT TIỀN NGUYỄN THỊ KIỂU 3 TẦNG 4x25 100m2 . GIÁ 5TỶ.X,0,https://nhadat24h.net.vn/du-an/quan-12-mat-tien-nguyen-thi-kieu-3-tang-4x25-100m2-gia-5tyx/279675, 100 m, 4 m
" 
                                                                                                 Phường Hoà Hải ,                                                  Quận Ngũ Hành Sơn ,                                                   Thành phố Đà Nẵng                                              ", Không, 0, MS279680, 45 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 45 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/2229/z4921107439856-66fae61c7c9862cdc7f3b786ab3077ed.jpg, Có, Căn hộ 1 PHÒNG NGỦ FPT Plaza1 - View Biển, Không," 

                                                                                                1.4
                                                                                                Tỷ                                            ", 1 m," 
                                                Đường Võ Qúy Huân, Hòa Hải
                                            ", Không,Căn hộ 1 PHÒNG NGỦ FPT Plaza1 - View Biển,0,https://nhadat24h.net.vn/du-an/can-ho-1-phong-ngu-fpt-plaza1-view-bien/279680, 45 m, 0 m
" 
                                                 Đường Cống Quỳnh ,                                                  Phường Nguyễn Cư Trinh ,                                                  Quận 1 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 6, MS279683, 48 m,📞Kha 0908941507 xem nhà trực tiếp.," 
                                                                                                            Không xác định
                                                    
                                                ", 11, 48 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/14743/cong-quynh-1.jpg, Có," HXH Cống Quỳnh Q1, 6T Thang Máy, 11 CHDV, Sẵn Dòng Tiền, Chỉ 14.2 Tỷ", Không," 

                                                                                                14.2
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Cống Quỳnh, Nguyễn Cư Trinh
                                            ", Không,"HXH Cống Quỳnh Q1, 6T Thang Máy, 11 CHDV, Sẵn Dòng Tiền, Chỉ 14.2 Tỷ",0,https://nhadat24h.net.vn/du-an/hxh-cong-quynh-q1-6t-thang-may-11-chdv-san-dong-tien-chi-142-ty/279683, 48 m, 5 m
" 
                                                 Đường Huỳnh Thị Hai ,                                                  Phường Tân Chánh Hiệp ,                                                  Quận 12 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS279684, 78 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 78 m, Hợp đồng mua bán, Có, 23 m,https://nhadat24h.net.vn/storage/product/5711/nha-pho-quan-12-1.jpg, Có," Giá chỉ có 3.2 tỷ, Huỳnh Thị Hai Tân Chánh Hiệp  Quận 12, Diện tích 4x23", Không," 

                                                                                                3.2
                                                                                                Tỷ                                            ", 5 m," 
                                                Đường Huỳnh Thị Hai, Tân Chánh Hiệp
                                            ", Không,"Giá chỉ có 3.2 tỷ, Huỳnh Thị Hai Tân Chánh Hiệp  Quận 12, Diện tích 4x23",0,https://nhadat24h.net.vn/du-an/gia-chi-co-32-ty-huynh-thi-hai-tan-chanh-hiep-quan-12-dien-tich-4x23/279684, 78 m, 4 m
" 
                                                                                                 Phường Long Thạnh Mỹ ,                                                  Quận 9 ,                                                   Thành phố Hồ Chí Minh                                              ", Không, 0, MS279603, 60 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 60 m, Sổ Hồng, Không, 0 m,https://nhadat24h.net.vn/storage/product/15466/z4920662123134-39bdaf92602702ec1eeff3fff82aca11.jpg, Không, Cần bán lô đất Góc 2 mặt tiền Đường Hoàng Hữu Nam-Phường Long Thạnh Mỹ- Quận 9, Không," 

                                                                                                4.8
                                                                                                Tỷ                                            ", 8 m," 
                                                Đường hoàng hữu nam, Long Thạnh Mỹ
                                            ", Không,Cần bán lô đất Góc 2 mặt tiền Đường Hoàng Hữu Nam-Phường Long Thạnh Mỹ- Quận 9,0,https://nhadat24h.net.vn/du-an/can-ban-lo-dat-goc-2-mat-tien-duong-hoang-huu-nam-phuong-long-thanh-my-quan-9/279603, 60 m, 0 m
" 
                                                 Đường Phạm Ngọc ,                                                  Phường Tân Quý ,                                                  Quận Tân Phú ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS279615, 34 m,GỌI NGAY CHO TÔI khi bạn đọc được tin 24/24h - 0934015628 Hải HaSaGoLands," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 34 m, Sổ Hồng, Có, 10 m,https://nhadat24h.net.vn/storage/product/4070/ban-nha-mat-tien-duong-so-18-1-1.jpg, Có," GẤP Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ", Không," 

                                                                                                3.65
                                                                                                Tỷ                                            ", 3 m," 
                                                Đường Phạm Ngọc, Tân Quý
                                            ", Không,"GẤP Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ",0,https://nhadat24h.net.vn/du-an/gap-ban-nha-mat-tien-gan-cho-tan-huong-34m2-2tang-365ty/279615, 34 m, 3.4 m
" 
                                                 Đường Ngô Thì Nhậm ,                                                  Phường Quang Trung ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 7, MS279613, 55 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 6, 55 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/3564/2f34d33b6838c1669829.jpg, Có," Mặt Chợ Ngô Thì Nhậm, 7 Tầng Thang Máy, Kinh Doanh hết nước chấm, NHỈNH 14 TỶ", Không," 

                                                                                                14.1
                                                                                                Tỷ                                            ", 17 m," 
                                                Đường Ngô Thì Nhậm, Quang Trung
                                            ", Không,"Mặt Chợ Ngô Thì Nhậm, 7 Tầng Thang Máy, Kinh Doanh hết nước chấm, NHỈNH 14 TỶ",0,https://nhadat24h.net.vn/du-an/mat-cho-ngo-thi-nham-7-tang-thang-may-kinh-doanh-het-nuoc-cham-nhinh-14-ty/279613, 55 m, 0 m
" 
                                                 Đường Văn Cao ,                                                  Phường Tân Quý ,                                                  Quận Tân Phú ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS279616, 34 m,Cám ơn bạn đã xem tin," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 34 m, Sổ Hồng, Có, 10 m,https://nhadat24h.net.vn/storage/product/16148/ban-nha-mat-tien-duong-so-18-1-1.jpg, Có," CỰC HIẾM Bán nhà MT gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ", Không," 

                                                                                                3.65
                                                                                                Tỷ                                            ", 3 m," 
                                                Đường Văn Cao, Tân Quý
                                            ", Không,"CỰC HIẾM Bán nhà MT gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ",0,https://nhadat24h.net.vn/du-an/cuc-hiem-ban-nha-mt-gan-cho-tan-huong-34m2-2tang-365ty/279616, 34 m, 3.4 m
" 
                                                 Đường D18 ,                                                  Phường Tân Quý ,                                                  Quận Tân Phú ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS279612, 34 m,GỌI NGAY CHO TÔI khi bạn đọc được tin 24/24h - 0934015628 Hải HaSaGoLands," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 34 m, Sổ Hồng, Có, 10 m,https://nhadat24h.net.vn/storage/product/3757/ban-nha-mat-tien-duong-so-18-1.jpg, Có," CỰC HIẾM Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ", Không," 

                                                                                                3.65
                                                                                                Tỷ                                            ", 3 m," 
                                                Đường 18, Tân Quý
                                            ", Không,"CỰC HIẾM Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ",0,https://nhadat24h.net.vn/du-an/cuc-hiem-ban-nha-mat-tien-gan-cho-tan-huong-34m2-2tang-365ty/279612, 34 m, 3.4 m
" 
                                                 Hương lộ 10 ,                                                  Xã Sông Nhạn ,                                                  Huyện Cẩm Mỹ ,                                                   Tỉnh Đồng Nai                                              ", Không, 0, MS279639, 13750 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 13750 m, Sổ Hồng, Không, 114 m,https://nhadat24h.net.vn/storage/product/14377/hl101.jpg, Không," Bán Đất Mặt Tiền Hương Lộ 10, Sông Nhạn, Cẩm Mỹ, Đồng Nai", Không," 

                                                                                                45
                                                                                                Tỷ                                            ", 30 m," 
                                                Đường Hương lộ 10, Sông Nhạn
                                            ", Không,"Bán Đất Mặt Tiền Hương Lộ 10, Sông Nhạn, Cẩm Mỹ, Đồng Nai",0,https://nhadat24h.net.vn/du-an/ban-dat-mat-tien-huong-lo-10-song-nhan-cam-my-dong-nai/279639, 13750 m, 120 m
" 
                                                 Đường Lũy Bán Bích ,                                                  Phường Hiệp Tân ,                                                  Quận Tân Phú ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS279618, 75 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 7, 75 m, Sổ Hồng, Không, 0 m,https://nhadat24h.net.vn/storage/product/15461/z4920729119359-c0258124e324d6ce2b1acfb404b12449.jpg, Không," cần bán nhà 1 trệt 2lầu Đường Lũy Bán Bịch Phường Hiệp Tân-Quận Tân Phú ,lh 0966943807", Không," 

                                                                                                6.5
                                                                                                Tỷ                                            ", 3.5 m," 
                                                Đường Lũy Bán Bích, Hiệp Tân
                                            ", Không,"cần bán nhà 1 trệt 2lầu Đường Lũy Bán Bịch Phường Hiệp Tân-Quận Tân Phú ,lh 0966943807",0,https://nhadat24h.net.vn/du-an/can-ban-nha-1-tret-2lau-duong-luy-ban-bich-phuong-hiep-tan-quan-tan-phu-lh-0966943807/279618, 75 m, 0 m
" 
                                                 Đường Vạn Phúc ,                                                  Phường Vạn Phúc ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Không, 0, MS279617, 50 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 0, 50 m, Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/7828/ca7c96c653c5fa9ba3d4.jpg, Không," Đất Vạn Phúc, 50m, View Triệu Đô, Nhỉnh 7 tỷ", Không," 

                                                                                                7.29
                                                                                                Tỷ                                            ", 12 m," 
                                                Đường Vạn Phúc, Vạn Phúc
                                            ", Không,"Đất Vạn Phúc, 50m, View Triệu Đô, Nhỉnh 7 tỷ",0,https://nhadat24h.net.vn/du-an/dat-van-phuc-50m-view-trieu-do-nhinh-7-ty/279617, 50 m, 0 m
" 
                                                 Đường Lũy Bán Bích ,                                                  Phường Hiệp Tân ,                                                  Quận Tân Phú ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS279620, 75 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 7, 75 m, Sổ Hồng, Không, 0 m,https://nhadat24h.net.vn/storage/product/15466/z4920729119359-c0258124e324d6ce2b1acfb404b12449.jpg, Không," cần bán nhà 1 trệt 2lầu Đường Lũy Bán Bịch Phường Hiệp Tân-Quận Tân Phú ,lh 0966943807", Không," 

                                                                                                6.5
                                                                                                Tỷ                                            ", 3.5 m," 
                                                Đường Lũy Bán Bích, Hiệp Tân
                                            ", Không,"cần bán nhà 1 trệt 2lầu Đường Lũy Bán Bịch Phường Hiệp Tân-Quận Tân Phú ,lh 0966943807",0,https://nhadat24h.net.vn/du-an/can-ban-nha-1-tret-2lau-duong-luy-ban-bich-phuong-hiep-tan-quan-tan-phu-lh-0966943807/279620, 75 m, 0 m
" 
                                                 Đường Đồng Kè ,                                                  Phường Hòa Khánh Bắc ,                                                  Quận Liên Chiểu ,                                                   Thành phố Đà Nẵng                                              ", Có, 1, MS279638, 105 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 105 m, Sổ Hồng, Có, 21 m,https://nhadat24h.net.vn/storage/product/14471/dk10511-1.jpg, Có," ►  Mặt tiền Đồng Kè, MB  kinh doanh + 4PN, 105m2, 3.x tỷ", Không," 

                                                                                                3.75
                                                                                                Tỷ                                            ", 6 m," 
                                                Đường Đồng Kè, Hòa Khánh Bắc
                                            ", Không,"►  Mặt tiền Đồng Kè, MB  kinh doanh + 4PN, 105m2, 3.x tỷ",0,https://nhadat24h.net.vn/du-an/mat-tien-dong-ke-mb-kinh-doanh-4pn-105m2-3x-ty/279638, 105 m, 5 m
" 
                                                 Đường Bùi Xương Trạch ,                                                  Phường Khương Đình ,                                                  Quận Thanh Xuân ,                                                   Thành phố Hà Nội                                              ", Không, 4, MS279649, 52 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 52 m, Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/12804/11-16.jpg, Có," THANH XUÂN, LÔ GÓC, Ở LUÔN, MATIZ NGỦ TRONG NHÀ 

52m x 4 tầng, mt 5, giá 6,65 tỷ", Không," 

                                                                                                6.65
                                                                                                Tỷ                                            ", 3.5 m," 
                                                Đường Bùi Xương Trạch, Khương Đình
                                            ", Không,"THANH XUÂN, LÔ GÓC, Ở LUÔN, MATIZ NGỦ TRONG NHÀ 

52m x 4 tầng, mt 5, giá 6,65 tỷ",0,https://nhadat24h.net.vn/du-an/thanh-xuan-lo-goc-o-luon-matiz-ngu-trong-nha-52m-x-4-tang-mt-5-gia-665-ty/279649, 52 m, 5 m
" 
                                                 Đường Nguyễn Súy ,                                                  Phường Tân Quý ,                                                  Quận Tân Phú ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 2, MS279614, 34 m,GỌI NGAY CHO TÔI khi bạn đọc được tin 24/24h - 0934015628 Hải HaSaGoLands," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 34 m, Sổ Hồng, Có, 10 m,https://nhadat24h.net.vn/storage/product/16149/ban-nha-mat-tien-duong-so-18-1.jpg, Có," CỰC HIẾM Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ", Không," 

                                                                                                3.65
                                                                                                Tỷ                                            ", 3 m," 
                                                Đường Nguyễn Súy, Tân Quý
                                            ", Không,"CỰC HIẾM Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ",0,https://nhadat24h.net.vn/du-an/cuc-hiem-ban-nha-mat-tien-gan-cho-tan-huong-34m2-2tang-365ty/279614, 34 m, 3.4 m
" 
                                                 Đường Lê Đình Cẩn ,                                                  Phường Tân Tạo ,                                                  Quận Bình Tân ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 1, MS279610, 70 m,"Lh Quốc để xem nhà, nhận sổ và thương lượng chính chủ miễn phí !"," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 70 m, Sổ Hồng, Có, 13 m,https://nhadat24h.net.vn/storage/product/8724/z4920749626439-59d1ec99ed17d5e6751e542d5500c1e3.jpg, Có, LÊ ĐÌNH CẨN - 70M2 NGANG GẦN 6M - NỞ HẬU GIÁ 3.5 TỶ, Không," 

                                                                                                3.5
                                                                                                Tỷ                                            ", 3.5 m," 
                                                Đường Lê Đình Cẩn, Tân Tạo
                                            ", Không,LÊ ĐÌNH CẨN - 70M2 NGANG GẦN 6M - NỞ HẬU GIÁ 3.5 TỶ,0,https://nhadat24h.net.vn/du-an/le-dinh-can-70m2-ngang-gan-6m-no-hau-gia-35-ty/279610, 70 m, 5.7 m
" 
                                                 Đường Hoàng Hoa Thám ,                                                  Phường Vĩnh Phúc ,                                                  Quận Ba Đình ,                                                   Thành phố Hà Nội                                              ", Có, 1, MS279682, 86 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 2, 86 m, Sổ Đỏ, Có, 15 m,https://nhadat24h.net.vn/, Có, bán nhà mặt phố hoàng hoa thám vị trí đắc địa khu vực trung tâm tiện kinh doanh cho thuê, Không," 

                                                                                                17
                                                                                                Tỷ                                            ", 12 m," 
                                                Đường Hoàng Hoa Thám, Vĩnh Phúc
                                            ", Không,bán nhà mặt phố hoàng hoa thám vị trí đắc địa khu vực trung tâm tiện kinh doanh cho thuê,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-pho-hoang-hoa-tham-vi-tri-dac-dia-khu-vuc-trung-tam-tien-kinh-doanh-cho-thue/279682, 86 m, 5.6 m
" 
                                                 Phố Nguyễn Đình Hoàn ,                                                  Phường Quan Hoa ,                                                  Quận Cầu Giấy ,                                                   Thành phố Hà Nội                                              ", Có, 6, MS279673, 43 m, ," 
                                                                                                            Không xác định
                                                    
                                                ", 4, 43 m, Sổ Đỏ, Có, 16 m,https://nhadat24h.net.vn/storage/product/15003/4-3.jpg, Có," BÁN Nhà 6 Tầng Mặt Phố Nguyễn Đình Hoàn-Cầu Giấy, Vỉa Hè,Oto Đỗ, KDoanh,Nhỉnh 10 Tỷ", Không," 

                                                                                                10.8
                                                                                                Tỷ                                            ", 8 m," 
                                                Đường Nguyễn Đình Hoàn, Quan Hoa
                                            ", Không,"BÁN Nhà 6 Tầng Mặt Phố Nguyễn Đình Hoàn-Cầu Giấy, Vỉa Hè,Oto Đỗ, KDoanh,Nhỉnh 10 Tỷ",0,https://nhadat24h.net.vn/du-an/ban-nha-6-tang-mat-pho-nguyen-dinh-hoan-cau-giay-via-heoto-do-kdoanhnhinh-10-ty/279673, 43 m, 1.8 m
" 
                                                                                                 Phường Long Bình ,                                                  Quận 9 ,                                                   Thành phố Hồ Chí Minh                                              ", Có, 3, MS279660, 90 m,- Cách đường đỗ Xuân hợp 200m .," 
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Tây Bắc
                                                                                                                                                                                                                                                                                            
                                                ", 4, 90 m, Sổ Hồng, Có, 25 m,https://nhadat24h.net.vn/storage/product/16162/z4908473486952-712fc5da116ac791c49769c180e97208.jpg, Có," CHÚ CHỦ CẦN BÁN GẤP CĂN NHÀ MẶT TIỀN ĐƯỜNG SỐ 5 , PHƯỜNG PHƯỚC BÌNH , Q9", Không," 

                                                                                                9.6
                                                                                                Tỷ                                            ", 12 m," 
                                                Đường 5, Long Bình
                                            ", Không,"CHÚ CHỦ CẦN BÁN GẤP CĂN NHÀ MẶT TIỀN ĐƯỜNG SỐ 5 , PHƯỜNG PHƯỚC BÌNH , Q9",0,https://nhadat24h.net.vn/du-an/chu-chu-can-ban-gap-can-nha-mat-tien-duong-so-5-phuong-phuoc-binh-q9/279660, 90 m, 4 m
" 
                                                 Đường Dương Khuê ,                                                  Phường Dịch Vọng ,                                                  Quận Cầu Giấy ,                                                   Thành phố Hà Nội                                              ", Có, 9, MS279569, 180 m,," 
                                                                                                            Không xác định
                                                    
                                                ", 9, 180 m, Sổ Đỏ, Có, 6 m,https://nhadat24h.net.vn/storage/product/12793/maxresdefault-1.jpg, Có, PHÂN LÔ DƯƠNG KHUÊ CẦU GIẤY - Ô TÔ TRÁNH- KINH DOANH SẦM UẤT- 9 TẦNG THANG MÁY - 180M2 GIÁ CHÀO 69 TỶ., Không," 

                                                                                                69
                                                                                                Tỷ                                            ", 20 m," 
                                                Đường Dương Khuê, Dịch Vọng
                                            ", Không,PHÂN LÔ DƯƠNG KHUÊ CẦU GIẤY - Ô TÔ TRÁNH- KINH DOANH SẦM UẤT- 9 TẦNG THANG MÁY - 180M2 GIÁ CHÀO 69 TỶ.,0,https://nhadat24h.net.vn/du-an/phan-lo-duong-khue-cau-giay-o-to-tranh-kinh-doanh-sam-uat-9-tang-thang-may-180m2-gia-chao-69-ty/279569, 180 m, 30 m
" 
                                                 Phố Xa La ,                                                  Phường Phúc La ,                                                  Quận Hà Đông ,                                                   Thành phố Hà Nội                                              ", Có, 4, MS279596, 32 m,Hỗ Trợ Mọi Thủ Tục Pháp Lý Sau Mua Bán - Nhanh Chóng - Hiệu Quả - Không Phát Sinh Chi Phí!," 
                                                                                                            Không xác định
                                                    
                                                ", 3, 32 m, Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/3295/1.jpg, Có, 📢 BÁN NHÀ NHÀ MỚI ĐẸP - CÁCH KĐT NEW XALA 150M 🏡4 TẦNG 💲 HƠN 2 TỶ 📞 0988183187, Không," 

                                                                                                2.9
                                                                                                Tỷ                                            ", 2.5 m," 
                                                Đường Xa La, Phúc La
                                            ", Không,📢 BÁN NHÀ NHÀ MỚI ĐẸP - CÁCH KĐT NEW XALA 150M 🏡4 TẦNG 💲 HƠN 2 TỶ 📞 0988183187,0,https://nhadat24h.net.vn/du-an/ban-nha-nha-moi-dep-cach-kdt-new-xala-150m-4-tang-hon-2-ty-0988183187/279596, 32 m, 0 m
