,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width,ward,district,province,street
35, Không,0, MS279680,,None,,0, 45 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/2229/z4921107439856-66fae61c7c9862cdc7f3b786ab3077ed.jpg, Có, Căn hộ 1 PHÒNG NGỦ FPT Plaza1 - View Biển, Không,1400000000, 1 m,"Đường Võ Qúy Huân, Hòa Hải", Không,Căn hộ 1 PHÒNG NGỦ FPT Plaza1 - View Biển,0,https://nhadat24h.net.vn/du-an/can-ho-1-phong-ngu-fpt-plaza1-view-bien/279680, 45 m, 0 m,Hoà Hải,Ngũ Hành Sơn,Đà Nẵng,None
36, Có,6 pn, MS279683,,📞Kha 0908941507 xem nhà trực tiếp.,,11 t, 48 m,Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/14743/cong-quynh-1.jpg, Có," HXH Cống Quỳnh Q1, 6T Thang Máy, 11 CHDV, Sẵn Dòng Tiền, Chỉ 14.2 Tỷ", Không,14200000000, 6 m,"Đường Cống Quỳnh, Nguyễn Cư Trinh", Không,"HXH Cống Quỳnh Q1, 6T Thang Máy, 11 CHDV, Sẵn Dòng Tiền, Chỉ 14.2 Tỷ",0,https://nhadat24h.net.vn/du-an/hxh-cong-quynh-q1-6t-thang-may-11-chdv-san-dong-tien-chi-142-ty/279683, 48 m, 5 m,Nguyễn Cư Trinh,1,Hồ Chí Minh,Cống Quỳnh
37, Có,1 pn, MS279684,,None,,2 t, 78 m,Hợp đồng mua bán, Có, 23 m,https://nhadat24h.net.vn/storage/product/5711/nha-pho-quan-12-1.jpg, Có," Giá chỉ có 3.2 tỷ, Huỳnh Thị Hai Tân Chánh Hiệp  Quận 12, Diện tích 4x23", Không,3200000000, 5 m,"Đường Huỳnh Thị Hai, Tân Chánh Hiệp", Không,"Giá chỉ có 3.2 tỷ, Huỳnh Thị Hai Tân Chánh Hiệp  Quận 12, Diện tích 4x23",0,https://nhadat24h.net.vn/du-an/gia-chi-co-32-ty-huynh-thi-hai-tan-chanh-hiep-quan-12-dien-tich-4x23/279684, 78 m, 4 m,Tân Chánh Hiệp,12,Hồ Chí Minh,Huỳnh Thị Hai
39, Có,2 pn, MS279615,,GỌI NGAY CHO TÔI khi bạn đọc được tin 24/24h - 0934015628 Hải HaSaGoLands,,3 t, 34 m,Sổ Hồng, Có, 10 m,https://nhadat24h.net.vn/storage/product/4070/ban-nha-mat-tien-duong-so-18-1-1.jpg, Có," GẤP Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ", Không,3650000000, 3 m,"Đường Phạm Ngọc, Tân Quý", Không,"GẤP Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ",0,https://nhadat24h.net.vn/du-an/gap-ban-nha-mat-tien-gan-cho-tan-huong-34m2-2tang-365ty/279615, 34 m, 3.4 m,Tân Quý,Tân Phú,Hồ Chí Minh,Phạm Ngọc
40, Có,7 pn, MS279613,,None,,6 t, 55 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/3564/2f34d33b6838c1669829.jpg, Có," Mặt Chợ Ngô Thì Nhậm, 7 Tầng Thang Máy, Kinh Doanh hết nước chấm, NHỈNH 14 TỶ", Không,14100000000, 17 m,"Đường Ngô Thì Nhậm, Quang Trung", Không,"Mặt Chợ Ngô Thì Nhậm, 7 Tầng Thang Máy, Kinh Doanh hết nước chấm, NHỈNH 14 TỶ",0,https://nhadat24h.net.vn/du-an/mat-cho-ngo-thi-nham-7-tang-thang-may-kinh-doanh-het-nuoc-cham-nhinh-14-ty/279613, 55 m, 0 m,Quang Trung,Hà Đông,Hà Nội,Ngô Thì Nhậm
41, Có,2 pn, MS279616,,Cám ơn bạn đã xem tin,,3 t, 34 m,Sổ Hồng, Có, 10 m,https://nhadat24h.net.vn/storage/product/16148/ban-nha-mat-tien-duong-so-18-1-1.jpg, Có," CỰC HIẾM Bán nhà MT gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ", Không,3650000000, 3 m,"Đường Văn Cao, Tân Quý", Không,"CỰC HIẾM Bán nhà MT gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ",0,https://nhadat24h.net.vn/du-an/cuc-hiem-ban-nha-mt-gan-cho-tan-huong-34m2-2tang-365ty/279616, 34 m, 3.4 m,Tân Quý,Tân Phú,Hồ Chí Minh,Văn Cao
42, Có,2 pn, MS279612,,GỌI NGAY CHO TÔI khi bạn đọc được tin 24/24h - 0934015628 Hải HaSaGoLands,,3 t, 34 m,Sổ Hồng, Có, 10 m,https://nhadat24h.net.vn/storage/product/3757/ban-nha-mat-tien-duong-so-18-1.jpg, Có," CỰC HIẾM Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ", Không,3650000000, 3 m,"Đường 18, Tân Quý", Không,"CỰC HIẾM Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ",0,https://nhadat24h.net.vn/du-an/cuc-hiem-ban-nha-mat-tien-gan-cho-tan-huong-34m2-2tang-365ty/279612, 34 m, 3.4 m,Tân Quý,Tân Phú,Hồ Chí Minh,D18
43, Không,0, MS279639,,None,,0, 13750 m,Sổ Hồng, Không, 114 m,https://nhadat24h.net.vn/storage/product/14377/hl101.jpg, Không," Bán Đất Mặt Tiền Hương Lộ 10, Sông Nhạn, Cẩm Mỹ, Đồng Nai", Không,45000000000, 30 m,"Đường Hương lộ 10, Sông Nhạn", Không,"Bán Đất Mặt Tiền Hương Lộ 10, Sông Nhạn, Cẩm Mỹ, Đồng Nai",0,https://nhadat24h.net.vn/du-an/ban-dat-mat-tien-huong-lo-10-song-nhan-cam-my-dong-nai/279639, 13750 m, 120 m,Sông Nhạn,Cẩm Mỹ,Đồng Nai,None
44, Có,1 pn, MS279618,,None,,7 t, 75 m,Sổ Hồng, Không, 0 m,https://nhadat24h.net.vn/storage/product/15461/z4920729119359-c0258124e324d6ce2b1acfb404b12449.jpg, Không," cần bán nhà 1 trệt 2lầu Đường Lũy Bán Bịch Phường Hiệp Tân-Quận Tân Phú ,lh 0966943807", Không,6500000000, 3.5 m,"Đường Lũy Bán Bích, Hiệp Tân", Không,"cần bán nhà 1 trệt 2lầu Đường Lũy Bán Bịch Phường Hiệp Tân-Quận Tân Phú ,lh 0966943807",0,https://nhadat24h.net.vn/du-an/can-ban-nha-1-tret-2lau-duong-luy-ban-bich-phuong-hiep-tan-quan-tan-phu-lh-0966943807/279618, 75 m, 0 m,Hiệp Tân,Tân Phú,Hồ Chí Minh,Lũy Bán Bích
45, Không,0, MS279617,,None,,0, 50 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/7828/ca7c96c653c5fa9ba3d4.jpg, Không," Đất Vạn Phúc, 50m, View Triệu Đô, Nhỉnh 7 tỷ", Không,7290000000, 12 m,"Đường Vạn Phúc, Vạn Phúc", Không,"Đất Vạn Phúc, 50m, View Triệu Đô, Nhỉnh 7 tỷ",0,https://nhadat24h.net.vn/du-an/dat-van-phuc-50m-view-trieu-do-nhinh-7-ty/279617, 50 m, 0 m,Vạn Phúc,Hà Đông,Hà Nội,Vạn Phúc
47, Có,1 pn, MS279638,,None,,4 t, 105 m,Sổ Hồng, Có, 21 m,https://nhadat24h.net.vn/storage/product/14471/dk10511-1.jpg, Có," ►  Mặt tiền Đồng Kè, MB  kinh doanh + 4PN, 105m2, 3.x tỷ", Không,3750000000, 6 m,"Đường Đồng Kè, Hòa Khánh Bắc", Không,"►  Mặt tiền Đồng Kè, MB  kinh doanh + 4PN, 105m2, 3.x tỷ",0,https://nhadat24h.net.vn/du-an/mat-tien-dong-ke-mb-kinh-doanh-4pn-105m2-3x-ty/279638, 105 m, 5 m,Hòa Khánh Bắc,Liên Chiểu,Đà Nẵng,Đồng Kè
48, Không,4 pn, MS279649,,None,,4 t, 52 m,Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/12804/11-16.jpg, Có," THANH XUÂN, LÔ GÓC, Ở LUÔN, MATIZ NGỦ TRONG NHÀ 

52m x 4 tầng, mt 5, giá 6,65 tỷ", Không,6650000000, 3.5 m,"Đường Bùi Xương Trạch, Khương Đình", Không,"THANH XUÂN, LÔ GÓC, Ở LUÔN, MATIZ NGỦ TRONG NHÀ 

52m x 4 tầng, mt 5, giá 6,65 tỷ",0,https://nhadat24h.net.vn/du-an/thanh-xuan-lo-goc-o-luon-matiz-ngu-trong-nha-52m-x-4-tang-mt-5-gia-665-ty/279649, 52 m, 5 m,Khương Đình,Thanh Xuân,Hà Nội,Bùi Xương Trạch
49, Có,2 pn, MS279614,,GỌI NGAY CHO TÔI khi bạn đọc được tin 24/24h - 0934015628 Hải HaSaGoLands,,3 t, 34 m,Sổ Hồng, Có, 10 m,https://nhadat24h.net.vn/storage/product/16149/ban-nha-mat-tien-duong-so-18-1.jpg, Có," CỰC HIẾM Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ", Không,3650000000, 3 m,"Đường Nguyễn Súy, Tân Quý", Không,"CỰC HIẾM Bán nhà Mặt Tiền gần chợ TÂN HƯƠNG 34m2, 2TẦNG, 3.65tỷ",0,https://nhadat24h.net.vn/du-an/cuc-hiem-ban-nha-mat-tien-gan-cho-tan-huong-34m2-2tang-365ty/279614, 34 m, 3.4 m,Tân Quý,Tân Phú,Hồ Chí Minh,Nguyễn Súy
50, Có,1 pn, MS279610,,"Lh Quốc để xem nhà, nhận sổ và thương lượng chính chủ miễn phí !",,4 t, 70 m,Sổ Hồng, Có, 13 m,https://nhadat24h.net.vn/storage/product/8724/z4920749626439-59d1ec99ed17d5e6751e542d5500c1e3.jpg, Có, LÊ ĐÌNH CẨN - 70M2 NGANG GẦN 6M - NỞ HẬU GIÁ 3.5 TỶ, Không,3500000000, 3.5 m,"Đường Lê Đình Cẩn, Tân Tạo", Không,LÊ ĐÌNH CẨN - 70M2 NGANG GẦN 6M - NỞ HẬU GIÁ 3.5 TỶ,0,https://nhadat24h.net.vn/du-an/le-dinh-can-70m2-ngang-gan-6m-no-hau-gia-35-ty/279610, 70 m, 5.7 m,Tân Tạo,Bình Tân,Hồ Chí Minh,Lê Đình Cẩn
51, Có,1 pn, MS279682,,None,,2 t, 86 m,Sổ Đỏ, Có, 15 m,https://nhadat24h.net.vn/, Có, bán nhà mặt phố hoàng hoa thám vị trí đắc địa khu vực trung tâm tiện kinh doanh cho thuê, Không,17000000000, 12 m,"Đường Hoàng Hoa Thám, Vĩnh Phúc", Không,bán nhà mặt phố hoàng hoa thám vị trí đắc địa khu vực trung tâm tiện kinh doanh cho thuê,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-pho-hoang-hoa-tham-vi-tri-dac-dia-khu-vuc-trung-tam-tien-kinh-doanh-cho-thue/279682, 86 m, 5.6 m,Vĩnh Phúc,Ba Đình,Hà Nội,Hoàng Hoa Thám
52, Có,6 pn, MS279673,,None,,4 t, 43 m,Sổ Đỏ, Có, 16 m,https://nhadat24h.net.vn/storage/product/15003/4-3.jpg, Có," BÁN Nhà 6 Tầng Mặt Phố Nguyễn Đình Hoàn-Cầu Giấy, Vỉa Hè,Oto Đỗ, KDoanh,Nhỉnh 10 Tỷ", Không,10800000000, 8 m,"Đường Nguyễn Đình Hoàn, Quan Hoa", Không,"BÁN Nhà 6 Tầng Mặt Phố Nguyễn Đình Hoàn-Cầu Giấy, Vỉa Hè,Oto Đỗ, KDoanh,Nhỉnh 10 Tỷ",0,https://nhadat24h.net.vn/du-an/ban-nha-6-tang-mat-pho-nguyen-dinh-hoan-cau-giay-via-heoto-do-kdoanhnhinh-10-ty/279673, 43 m, 1.8 m,Quan Hoa,Cầu Giấy,Hà Nội,Nguyễn Đình Hoàn
53, Có,3 pn, MS279660,,- Cách đường đỗ Xuân hợp 200m .,Tây Bắc,4 t, 90 m,Sổ Hồng, Có, 25 m,https://nhadat24h.net.vn/storage/product/16162/z4908473486952-712fc5da116ac791c49769c180e97208.jpg, Có," CHÚ CHỦ CẦN BÁN GẤP CĂN NHÀ MẶT TIỀN ĐƯỜNG SỐ 5 , PHƯỜNG PHƯỚC BÌNH , Q9", Không,9600000000, 12 m,"Đường 5, Long Bình", Không,"CHÚ CHỦ CẦN BÁN GẤP CĂN NHÀ MẶT TIỀN ĐƯỜNG SỐ 5 , PHƯỜNG PHƯỚC BÌNH , Q9",0,https://nhadat24h.net.vn/du-an/chu-chu-can-ban-gap-can-nha-mat-tien-duong-so-5-phuong-phuoc-binh-q9/279660, 90 m, 4 m,Long Bình,9,Hồ Chí Minh,None
54, Có,9 pn, MS279569,,None,,9 t, 180 m,Sổ Đỏ, Có, 6 m,https://nhadat24h.net.vn/storage/product/12793/maxresdefault-1.jpg, Có, PHÂN LÔ DƯƠNG KHUÊ CẦU GIẤY - Ô TÔ TRÁNH- KINH DOANH SẦM UẤT- 9 TẦNG THANG MÁY - 180M2 GIÁ CHÀO 69 TỶ., Không,69000000000, 20 m,"Đường Dương Khuê, Dịch Vọng", Không,PHÂN LÔ DƯƠNG KHUÊ CẦU GIẤY - Ô TÔ TRÁNH- KINH DOANH SẦM UẤT- 9 TẦNG THANG MÁY - 180M2 GIÁ CHÀO 69 TỶ.,0,https://nhadat24h.net.vn/du-an/phan-lo-duong-khue-cau-giay-o-to-tranh-kinh-doanh-sam-uat-9-tang-thang-may-180m2-gia-chao-69-ty/279569, 180 m, 30 m,Dịch Vọng,Cầu Giấy,Hà Nội,Dương Khuê
55, Có,4 pn, MS279596,,Hỗ Trợ Mọi Thủ Tục Pháp Lý Sau Mua Bán - Nhanh Chóng - Hiệu Quả - Không Phát Sinh Chi Phí!,,3 t, 32 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/3295/1.jpg, Có, 📢 BÁN NHÀ NHÀ MỚI ĐẸP - CÁCH KĐT NEW XALA 150M 🏡4 TẦNG 💲 HƠN 2 TỶ 📞 0988183187, Không,2900000000, 2.5 m,"Đường Xa La, Phúc La", Không,📢 BÁN NHÀ NHÀ MỚI ĐẸP - CÁCH KĐT NEW XALA 150M 🏡4 TẦNG 💲 HƠN 2 TỶ 📞 0988183187,0,https://nhadat24h.net.vn/du-an/ban-nha-nha-moi-dep-cach-kdt-new-xala-150m-4-tang-hon-2-ty-0988183187/279596, 32 m, 0 m,Phúc La,Hà Đông,Hà Nội,Xa La
56, Có,3 pn, MS279586,,LH 0938498937,,4 t, 45 m,Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/14711/299915651-2209625319193685-1187698972149173511-n.jpg, Có, BÁN NHÀ VĂN THÂN - Q 6 - VÀO Ở NGAY -  KHU AN NINH - 3 TẦNG - 4PN ., Không,3600000000, 2.5 m,"Đường Văn Thân, 8", Không,BÁN NHÀ VĂN THÂN - Q 6 - VÀO Ở NGAY -  KHU AN NINH - 3 TẦNG - 4PN .,0,https://nhadat24h.net.vn/du-an/ban-nha-van-than-q-6-vao-o-ngay-khu-an-ninh-3-tang-4pn/279586, 45 m, 4.1 m,08,6,Hồ Chí Minh,Văn Thân
57, Không,3 pn, MS279633,,None,,7 t, 90 m,Sổ Hồng, Có, 23 m,https://nhadat24h.net.vn/storage/product/11269/ban-nha-hem-xe-hoi-to-ky-go-vap-quan-12-ngop-gia-re-duoi-3ty-tri-0902852875-4.jpg, Có," Nhà Bán Tô Ký-Quang Trung, 90M2, 3T59, Đường 10M", Không,3590000000, 1 m,"Đường Tân Chánh Hiệp, Tân Chánh Hiệp", Không,"Nhà Bán Tô Ký-Quang Trung, 90M2, 3T59, Đường 10M",0,https://nhadat24h.net.vn/du-an/nha-ban-to-ky-quang-trung-90m2-3t59-duong-10m/279633, 90 m, 4 m,Tân Chánh Hiệp,12,Hồ Chí Minh,Tân Chánh Hiệp 1
58, Có,5 pn, MS279628,,None,,20 t, 200 m,Sổ Đỏ, Có, 20 m,https://nhadat24h.net.vn/storage/product/5314/1-28.jpg, Có, Bán nhà Mặt tiền Lâm Văn  Bên.Q7 (8*18) 5 tầng Dòng tiền 80tr.T-  chỉ 29 tỷ, Không,29000000000, 12 m,"Đường lam văn bên, Tân kiểng", Không,Bán nhà Mặt tiền Lâm Văn  Bên.Q7 (8*18) 5 tầng Dòng tiền 80tr.T-  chỉ 29 tỷ,0,https://nhadat24h.net.vn/du-an/ban-nha-mat-tien-lam-van-benq7-818-5-tang-dong-tien-80trt-chi-29-ty/279628, 200 m, 10 m,Tân Kiểng,7,Hồ Chí Minh,Lâm Văn Bền
60, Có,2 pn, MS279636,,None,Tây,2 t, 53 m,Sổ Hồng, Có, 6.5 m,https://nhadat24h.net.vn/storage/product/1615/00.jpg, Có, ♥ Nhà Hoàng Diệu 53m2 kiệt thông thoáng 2 tầng kiên cố  2.35 tỷ, Không,2350000000, 2 m,"Đường Hoàng Diệu, Bình Thuận", Không,♥ Nhà Hoàng Diệu 53m2 kiệt thông thoáng 2 tầng kiên cố  2.35 tỷ,0,https://nhadat24h.net.vn/du-an/nha-hoang-dieu-53m2-kiet-thong-thoang-2-tang-kien-co-235-ty/279636, 53 m, 8 m,Bình Thuận,Hải Châu,Đà Nẵng,Hoàng Diệu
61, Có,3 pn, MS279543,,None,,4 t, 79 m,Sổ Đỏ, Có, 186 m,https://nhadat24h.net.vn/storage/product/9095/1-25.jpg, Có, 79m2 3 Tầng Hẻm Xe Tải nhỉnh 4 tỷ Bùi Văn Ngữ Quận 12 TPHCM, Không,4000000000, 6 m,"Đường Hương lộ 80, Hiệp Thành", Không,79m2 3 Tầng Hẻm Xe Tải nhỉnh 4 tỷ Bùi Văn Ngữ Quận 12 TPHCM,0,https://nhadat24h.net.vn/du-an/79m2-3-tang-hem-xe-tai-nhinh-4-ty-bui-van-ngu-quan-12-tphcm/279543, 79 m, 402 m,Hiệp Thành,12,Hồ Chí Minh,None
63, Có,2 pn, MS279525,,None,,4 t, 81 m,Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16314/1-2.jpg, Có, CHÍNH CHỦ BÁN BIỆT THỰ KIỀU ĐÀM QUẬN 7 - HẺM XE TẢI TRÁNH - NHÀ MỚI DỌN VÀO Ở NGAY - 12.3 TỶ THƯƠNG LƯỢNG, Không,12300000000, 6 m,"Đường Kiều Đàm, Tân Quy", Không,CHÍNH CHỦ BÁN BIỆT THỰ KIỀU ĐÀM QUẬN 7 - HẺM XE TẢI TRÁNH - NHÀ MỚI DỌN VÀO Ở NGAY - 12.3 TỶ THƯƠNG LƯỢNG,0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-biet-thu-kieu-dam-quan-7-hem-xe-tai-tranh-nha-moi-don-vao-o-ngay-123-ty-thuong-luong/279525, 81 m, 4 m,Tân Quy,7,Hồ Chí Minh,Kiều Đàm
64, Có,4 pn, MS279583,,None,,4 t, 52 m,Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/5077/404681661-3639267522996751-741108022409509689-n.jpg, Có," Bán Căn Nhà 4 Tầng, Hẻm Xe Hơi, Đường Tân KỲ Tân Quý, Tân Phú", Không,5680000000, 5 m,"Đường Tân Kỳ Tân Quý, Tân Quý", Không,"Bán Căn Nhà 4 Tầng, Hẻm Xe Hơi, Đường Tân KỲ Tân Quý, Tân Phú",0,https://nhadat24h.net.vn/du-an/ban-can-nha-4-tang-hem-xe-hoi-duong-tan-ky-tan-quy-tan-phu/279583, 52 m, 4.3 m,Tân Quý,Tân Phú,Hồ Chí Minh,Tân Kỳ Tân Quý
65, Không,0, MS279509,,None,,0, 0 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/2945/3c52d2c0-310c-4ebf-b28f-7909399b42a0.jpg, Có, Góc nhượng phòng, Không,3000000, 1 m,"Đường Yên Xá, Tân Triều", Không,Góc nhượng phòng,0,https://nhadat24h.net.vn/du-an/goc-nhuong-phong/279509, 0 m, 0 m,Tân Triều,Thanh Trì,Hà Nội,None
66, Không,0, MS279510,,"- Tiện ích an sinh xã hội đầy đủ: chợ trường học, bệnh viện,...",,0, 166 m,Sổ Đỏ, Không, 0 m,https://nhadat24h.net.vn/storage/product/1676/z4919908252013-ea5e287990eab0a2055e31f221498da3.jpg, Không, ĐẤT NGỘP - GIÁ TỐT - CẦN BÁN  Lô Đất Tại TP Biên Hòa, Không,2100000000, 5 m,"Đường Phường Trảng Dài, Trảng Dài", Không,ĐẤT NGỘP - GIÁ TỐT - CẦN BÁN  Lô Đất Tại TP Biên Hòa,0,https://nhadat24h.net.vn/du-an/dat-ngop-gia-tot-can-ban-lo-dat-tai-tp-bien-hoa/279510, 166 m, 0 m,Trảng Dài,None,Đồng Nai,None
67, Có,2 pn, MS279518,,None,,3 t, 44 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/z4920245736519-3508f91f874463a27ff7c01df0fbb48f.jpg, Có," Chính chủ bán nhà mặt ngõ phố Quỳnh Lôi, Hai Bà Trưng, Hà Nội", Không,6700000000, 1 m,"Đường Quỳnh Lôi, Quỳnh Lôi", Không,"Chính chủ bán nhà mặt ngõ phố Quỳnh Lôi, Hai Bà Trưng, Hà Nội",0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-nha-mat-ngo-pho-quynh-loi-hai-ba-trung-ha-noi/279518, 44 m, 5 m,Quỳnh Lôi,Hai Bà Trưng,Hà Nội,Quỳnh Lôi
68, Không,0, MS279508,,Liên hệ ngay Hotline 0925121868 - 0943346523 để được phục vụ quý khách hàng.,,0, 1500 m,Sổ Hồng, Không, 0 m,https://nhadat24h.net.vn/storage/product/7573/20231010173128-e4d7-wm.jpg, Không," Bán đất độc hiếm Giải Phóng Hoàng Liệt, ô tô vào, kinh doanh đỉnh.", Không,0, 1 m,"Đường Giải Phóng, Hoàng Liệt", Không,"Bán đất độc hiếm Giải Phóng Hoàng Liệt, ô tô vào, kinh doanh đỉnh.",0,https://nhadat24h.net.vn/du-an/ban-dat-doc-hiem-giai-phong-hoang-liet-o-to-vao-kinh-doanh-dinh/279508, 1500 m, 0 m,Hoàng Liệt,Hoàng Mai,Hà Nội,Giải Phóng
69, Không,0, MS279520,,None,,0, 50 m,Sổ Đỏ, Không, 11.5 m,https://nhadat24h.net.vn/storage/product/15985/405369590-122119321058089321-5154659593595563449-n.jpg, Không, BÁN LÔ DDAAST50M2 SÁT VINHOMES QUẬN 9 - CHỈ 2TY450, Không,2450000000, 6 m,"Đường Nguyễn Xiển, Long Thạnh Mỹ", Không,BÁN LÔ DDAAST50M2 SÁT VINHOMES QUẬN 9 - CHỈ 2TY450,0,https://nhadat24h.net.vn/du-an/ban-lo-ddaast50m2-sat-vinhomes-quan-9-chi-2ty450/279520, 50 m, 4.47 m,Long Thạnh Mỹ,9,Hồ Chí Minh,None
71, Có,2 pn, MS279524,,None,,4 t, 81 m,Sổ Đỏ, Có, 18 m,https://nhadat24h.net.vn/storage/product/16314/1-1.jpg, Có, CHỦ XOẮN BÁN - QUẬN 7 - BIỆT THỰ KIỀU ĐÀM - HẺM XE TẢI TRÁNH - NHÀ MỚI XÂY SỬA Ở LIỂN - 12.3 TỶ TL, Không,12300000000, 6 m,"Đường Kiều Đàm, Tân Quy", Không,CHỦ XOẮN BÁN - QUẬN 7 - BIỆT THỰ KIỀU ĐÀM - HẺM XE TẢI TRÁNH - NHÀ MỚI XÂY SỬA Ở LIỂN - 12.3 TỶ TL,0,https://nhadat24h.net.vn/du-an/chu-xoan-ban-quan-7-biet-thu-kieu-dam-hem-xe-tai-tranh-nha-moi-xay-sua-o-lien-123-ty-tl/279524, 81 m, 4 m,Tân Quy,7,Hồ Chí Minh,Kiều Đàm
72, Có,5 pn, MS279521,,None,,4 t, 80 m,Sổ Đỏ, Có, 14 m,https://nhadat24h.net.vn/storage/product/15826/z4853444511204-b25197d678ca38192cdd71849a676286.jpg, Có," Chính Chủ Bán Nhà Mặt Phố Trường Chinh 5 Tầng, Vỉa Hè Rộng, Kinh Doanh Đỉnh", Không,19800000000, 6 m,"Đường Trường Chinh, Ngã Tư Sở", Không,"Chính Chủ Bán Nhà Mặt Phố Trường Chinh 5 Tầng, Vỉa Hè Rộng, Kinh Doanh Đỉnh",0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-nha-mat-pho-truong-chinh-5-tang-via-he-rong-kinh-doanh-dinh/279521, 80 m, 6 m,Ngã Tư Sở,Đống Đa,Hà Nội,Trường Chinh
75, Có,4 pn, MS279593,,Hỗ Trợ Mọi Thủ Tục Pháp Lý Sau Mua Bán - Nhanh Chóng - Hiệu Quả - Không Phát Sinh Chi Phí!,,3 t, 32 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/9216/1.jpg, Có, 📢 BÁN NHÀ NHÀ MỚI ĐẸP - CÁCH KĐT NEW XALA 150M 🏡4 TẦNG 💲 HƠN 2 TỶ 📞 0988183187, Không,2900000000, 2.5 m,"Đường Đa Sỹ, Kiến Hưng", Không,📢 BÁN NHÀ NHÀ MỚI ĐẸP - CÁCH KĐT NEW XALA 150M 🏡4 TẦNG 💲 HƠN 2 TỶ 📞 0988183187,0,https://nhadat24h.net.vn/du-an/ban-nha-nha-moi-dep-cach-kdt-new-xala-150m-4-tang-hon-2-ty-0988183187/279593, 32 m, 0 m,Kiến Hưng,Hà Đông,Hà Nội,None
76, Có,6 pn, MS279522,,None,,6 t, 70 m,Sổ Đỏ, Có, 12 m,https://nhadat24h.net.vn/storage/product/15826/z4866558845393-b209d35ff5b39db87ba885a5d5a52d8d.jpg, Có," Chính Chủ Bán Nhà Tam Khương, Đống Đa, Tôn Thất Tùng, 6 Tầng Thang Máy, Gara Ô Tô, Kinh Doanh", Không,17800000000, 4.5 m,"Đường Tam Khương, Kim Liên", Không,"Chính Chủ Bán Nhà Tam Khương, Đống Đa, Tôn Thất Tùng, 6 Tầng Thang Máy, Gara Ô Tô, Kinh Doanh",0,https://nhadat24h.net.vn/du-an/chinh-chu-ban-nha-tam-khuong-dong-da-ton-that-tung-6-tang-thang-may-gara-o-to-kinh-doanh/279522, 70 m, 6 m,Kim Liên,Đống Đa,Hà Nội,Tam Khương
77, Không,0, MS279663,,None,,0, 94 m,Sổ Hồng, Không, 19 m,https://nhadat24h.net.vn/storage/product/16114/z4920959245571-1cbf30afe68b999c35709deb98807878.jpg, Không, BÁN LÔ ĐẤT XUÂN THỚI THƯỢNG-HÓC MÔN, Không,4000000000, 5 m,"Đường Xuân Thới Thượng, Hóc Môn", Không,BÁN LÔ ĐẤT XUÂN THỚI THƯỢNG-HÓC MÔN,0,https://nhadat24h.net.vn/du-an/ban-lo-dat-xuan-thoi-thuong-hoc-mon/279663, 94 m, 5 m,None,Hóc Môn,Hồ Chí Minh,Xuân Thới Thượng 1
