,bathroom,bedroom,code,date,description,direct,floor,ground_area,juridical,kitchen,length,link_image,livingroom,name_project,parking,price,road_width,specific_address,terrace,title,type,url_page,usable_area,width,ward,district,province,street
40, Có,4 pn, MS278838,,None,,2 t, 16 m,Sổ Hồng, Có, 4 m,https://nhadat24h.net.vn/storage/product/16069/z4916735951384-9b006d908b9c2ab2298de00829bf3b6e.jpg, Có," ♥️♥️ Cho thuê Nhà 4 tầng MTKD Hoàng Sa, Q3 - 18 tr/th", Không,0, 15 m,"Đường Hoàng Sa, 11", Không,"♥️♥️ Cho thuê Nhà 4 tầng MTKD Hoàng Sa, Q3 - 18 tr/th",1,https://nhadat24h.net.vn/du-an/cho-thue-nha-4-tang-mtkd-hoang-sa-q3-18-trth/278838, 16 m, 4.5 m,11,3,Hồ Chí Minh,Hoàng Sa
41, Có,4 pn, MS278837,,None,,4 t, 192 m,Sổ Hồng, Có, 12 m,https://nhadat24h.net.vn/storage/product/16069/a5.jpg, Có, ♥️♥️ Cho thuê Nhà 4 tầng MTKD Nguyễn Phúc Chu - 4pn 6wc, Không,0, 15 m,"Đường Nguyễn Phúc Chu, 15", Không,♥️♥️ Cho thuê Nhà 4 tầng MTKD Nguyễn Phúc Chu - 4pn 6wc,1,https://nhadat24h.net.vn/du-an/cho-thue-nha-4-tang-mtkd-nguyen-phuc-chu-4pn-6wc/278837, 192 m, 4 m,15,Tân Bình,Hồ Chí Minh,Nguyễn Phúc Chu
42, Không,0, MS278833,,None,Đông,0, 35 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/11792/z4597291926835-26372fdc2264eba160f0c936587c448f.jpg, Có, PHÒNG FULL NỘI THẤT CÓ BAN CÔNG TRUNG TÂM QUẬN 12, Không,0, 10 m,"Đường Lê Văn Khương, Hiệp Thành", Không,PHÒNG FULL NỘI THẤT CÓ BAN CÔNG TRUNG TÂM QUẬN 12,1,https://nhadat24h.net.vn/du-an/phong-full-noi-that-co-ban-cong-trung-tam-quan-12/278833, 35 m, 0 m,Hiệp Thành,12,Hồ Chí Minh,Lê Văn Khương
43, Có,2 pn, MS278839,,None,,2 t, 92 m,Sổ Hồng, Có, 11 m,https://nhadat24h.net.vn/storage/product/16069/z4917417756866-8b2932d5f4a83e8357f06fcf36cba1c7.jpg, Có," ♥️♥️ Cho thuê Nhà 2 tầng Hẻm 8m Trường Chinh, Tân Bình", Không,0, 8 m,"Đường Trường Chinh, 13", Không,"♥️♥️ Cho thuê Nhà 2 tầng Hẻm 8m Trường Chinh, Tân Bình",1,https://nhadat24h.net.vn/du-an/cho-thue-nha-2-tang-hem-8m-truong-chinh-tan-binh/278839, 92 m, 4.2 m,13,Tân Bình,Hồ Chí Minh,Trường Chinh
44, Có,2 pn, MS279452,,None,,3 t, 25 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/1-92.jpg, Có, Chính chủ Pass căn hộ mini full nội thất Tân Phú, Không,0, 1 m,"Đường Nguyễn Hữu Tiến, Tây Thạnh", Không,Chính chủ Pass căn hộ mini full nội thất Tân Phú,1,https://nhadat24h.net.vn/du-an/chinh-chu-pass-can-ho-mini-full-noi-that-tan-phu/279452, 25 m, 5 m,Tây Thạnh,Tân Phú,Hồ Chí Minh,Nguyễn Hữu Tiến
45, Có,1 pn, MS279453,,Vui lòng liên hệ để biết thêm chi tiết và thăm dự án.,,8 t, 10665 m,Sổ Đỏ, Có, 135 m,https://nhadat24h.net.vn/storage/product/6913/z4513337379568-b36cd4d627580b3f850d575d13f6e7d1.jpg, Có," sẵn xưởng cho thuê phù hợp đầu tư nhiều ngành nghề, Chuẩn EPE , FĐI. giá thuê tốt", Không,0, 15 m,"Đường Châu Đức - Suối Nghệ, Suối Nghệ", Không,"sẵn xưởng cho thuê phù hợp đầu tư nhiều ngành nghề, Chuẩn EPE , FĐI. giá thuê tốt",1,https://nhadat24h.net.vn/du-an/san-xuong-cho-thue-phu-hop-dau-tu-nhieu-nganh-nghe-chuan-epe-fdi-gia-thue-tot/279453, 10665 m, 60 m,Suối Nghệ,Châu Đức,Bà Rịa - Vũng Tàu,None
46, Có,1 pn, MS279454,,Rất mong rằng thông tin trên sẽ giúp Quý Công Ty có cái nhìn tổng quan về cơ sở hạ tầng và khả năng sử dụng của nhà xưởng này.  ,,16 t, 36175 m,Sổ Đỏ, Có, 279 m,https://nhadat24h.net.vn/storage/product/6913/1-7.jpg, Có, nhà xưởng sản xuất với diện tích cho thuê đa dạng phù hợp nhiều nhu cầu sản xuất, Không,0, 18 m,"Đường Điện Biên Phủ, Phú Tân", Không,nhà xưởng sản xuất với diện tích cho thuê đa dạng phù hợp nhiều nhu cầu sản xuất,1,https://nhadat24h.net.vn/du-an/nha-xuong-san-xuat-voi-dien-tich-cho-thue-da-dang-phu-hop-nhieu-nhu-cau-san-xuat/279454, 36175 m, 130 m,Phú Tân,None,Bình Dương,Điện Biên Phủ
47, Có,1 pn, MS279455,,Rất mong rằng thông tin trên sẽ giúp Quý Công Ty có cái nhìn tổng quan về cơ sở hạ tầng và khả năng sử dụng của nhà xưởng này.  ,,16 t, 36175 m,Sổ Đỏ, Có, 279 m,https://nhadat24h.net.vn/storage/product/6944/1-8.jpg, Có," nhà xưởng sản xuất với diện tích, Thu Hút Sản xuất đa dạng ngành nghề. kho bãi", Không,0, 18 m,"Đường Điện Biên Phủ, Phú Tân", Không,"nhà xưởng sản xuất với diện tích, Thu Hút Sản xuất đa dạng ngành nghề. kho bãi",1,https://nhadat24h.net.vn/du-an/nha-xuong-san-xuat-voi-dien-tich-thu-hut-san-xuat-da-dang-nganh-nghe-kho-bai/279455, 36175 m, 130 m,Phú Tân,None,Bình Dương,Điện Biên Phủ
48, Có,1 pn, MS279464,,Vui lòng liên hệ để biết thêm chi tiết và thăm dự án.,,8 t, 10665 m,Sổ Đỏ, Có, 135 m,https://nhadat24h.net.vn/storage/product/8992/z4513337379568-b36cd4d627580b3f850d575d13f6e7d1-1.jpg, Có," Nhà Máy cho thuê Thu Hút Đầu tư , Chuẩn Đăng ký EPE , FDI. Hạ tầng hoàn thiện", Không,0, 15 m,"Đường Châu Đức - Suối Nghệ, Suối Nghệ", Không,"Nhà Máy cho thuê Thu Hút Đầu tư , Chuẩn Đăng ký EPE , FDI. Hạ tầng hoàn thiện",1,https://nhadat24h.net.vn/du-an/nha-may-cho-thue-thu-hut-dau-tu-chuan-dang-ky-epe-fdi-ha-tang-hoan-thien/279464, 10665 m, 60 m,Suối Nghệ,Châu Đức,Bà Rịa - Vũng Tàu,None
49, Có,1 pn, MS279456,,Vui lòng liên hệ để biết thêm chi tiết và thăm dự án.,,8 t, 10665 m,Sổ Đỏ, Có, 135 m,https://nhadat24h.net.vn/storage/product/6944/z4513337379568-b36cd4d627580b3f850d575d13f6e7d1.jpg, Có," sẵn xưởng cho thuê Thu Hút Đầu tư , Chuẩn Đăng ký EPE , FDI. trang thiết bị hiện đại", Không,0, 15 m,"Đường Châu Đức - Suối Nghệ, Suối Nghệ", Không,"sẵn xưởng cho thuê Thu Hút Đầu tư , Chuẩn Đăng ký EPE , FDI. trang thiết bị hiện đại",1,https://nhadat24h.net.vn/du-an/san-xuong-cho-thue-thu-hut-dau-tu-chuan-dang-ky-epe-fdi-trang-thiet-bi-hien-dai/279456, 10665 m, 60 m,Suối Nghệ,Châu Đức,Bà Rịa - Vũng Tàu,None
50, Có,1 pn, MS279460,,Rất mong rằng thông tin trên sẽ giúp Quý Công Ty có cái nhìn tổng quan về cơ sở hạ tầng và khả năng sử dụng của nhà xưởng này.  ,,16 t, 36175 m,Sổ Đỏ, Có, 279 m,https://nhadat24h.net.vn/storage/product/6946/1-35.jpg, Có," nhà xưởng sản xuất với diện tích, SX theo tiêu chuẩn QĐ KCN, trang bị PC tự động", Không,0, 18 m,"Đường Điện Biên Phủ, Phú Tân", Không,"nhà xưởng sản xuất với diện tích, SX theo tiêu chuẩn QĐ KCN, trang bị PC tự động",1,https://nhadat24h.net.vn/du-an/nha-xuong-san-xuat-voi-dien-tich-sx-theo-tieu-chuan-qd-kcn-trang-bi-pc-tu-dong/279460, 36175 m, 130 m,Phú Tân,None,Bình Dương,Điện Biên Phủ
53, Có,1 pn, MS279474,,None,,1 t, 45 m,Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/16078/a0-9.jpg, Có," Cho thuê nhà Góc 2 MTKD đường Phổ Quang, chỉ 8 tr/th", Không,0, 20 m,"Đường Phổ Quang, 2", Không,"Cho thuê nhà Góc 2 MTKD đường Phổ Quang, chỉ 8 tr/th",1,https://nhadat24h.net.vn/du-an/cho-thue-nha-goc-2-mtkd-duong-pho-quang-chi-8-trth/279474, 45 m, 4 m,02,Tân Bình,Hồ Chí Minh,Phổ Quang
54, Có,1 pn, MS279477,,Rất mong rằng thông tin trên sẽ giúp Quý Công Ty có cái nhìn tổng quan về cơ sở hạ tầng và khả năng sử dụng của nhà xưởng này.  ,,16 t, 36175 m,Sổ Đỏ, Có, 279 m,https://nhadat24h.net.vn/storage/product/8992/1-34.jpg, Có," nhà xưởng sản xuất với diện tích, SX theo tiêu chuẩn QĐ KCN, hạ tầng hoàn thiện SX liền", Không,0, 18 m,"Đường Điện Biên Phủ, Phú Tân", Không,"nhà xưởng sản xuất với diện tích, SX theo tiêu chuẩn QĐ KCN, hạ tầng hoàn thiện SX liền",1,https://nhadat24h.net.vn/du-an/nha-xuong-san-xuat-voi-dien-tich-sx-theo-tieu-chuan-qd-kcn-ha-tang-hoan-thien-sx-lien/279477, 36175 m, 130 m,Phú Tân,None,Bình Dương,Điện Biên Phủ
55, Có,4 pn, MS279475,,"- Vị trí: Gần chợ Hoàng Hoa Thám, Coorpmart, nhà thuốc Long Châu siêu thị, ngân hàng, chợ, xe buýt, sân bay, trường học ",,5 t, 182 m,Sổ Hồng, Có, 13 m,https://nhadat24h.net.vn/storage/product/16078/a0-10.jpg, Có, Cho thuê Nhà 4 tầng MTKD Nguyễn Thái Bình - chỉ 16 tr/th, Không,0, 20 m,"Đường Nguyễn Thái Bình, 12", Không,Cho thuê Nhà 4 tầng MTKD Nguyễn Thái Bình - chỉ 16 tr/th,1,https://nhadat24h.net.vn/du-an/cho-thue-nha-4-tang-mtkd-nguyen-thai-binh-chi-16-trth/279475, 182 m, 3.5 m,12,Tân Bình,Hồ Chí Minh,Nguyễn Thái Bình
56, Có,1 pn, MS279476,,None,,1 t, 42 m,Sổ Hồng, Có, 7 m,https://nhadat24h.net.vn/storage/product/16078/a1-69.jpg, Có," Cho thuê MBKD Hẻm 68 đường Út Tịch, ngang 6m, 12 tr/th", Không,0, 6 m,"Đường Út Tịch, 4", Không,"Cho thuê MBKD Hẻm 68 đường Út Tịch, ngang 6m, 12 tr/th",1,https://nhadat24h.net.vn/du-an/cho-thue-mbkd-hem-68-duong-ut-tich-ngang-6m-12-trth/279476, 42 m, 6 m,04,Tân Bình,Hồ Chí Minh,Út Tịch
58, Có,4 pn, MS278851,,None,,4 t, 192 m,Sổ Hồng, Có, 12 m,https://nhadat24h.net.vn/storage/product/16078/a5-2.jpg, Có, 💥 Nhà 4 tầng 4PN - MTKD Nguyễn Phúc Chu, Không,0, 15 m,"Đường Nguyễn Phúc Chu, 15", Không,💥 Nhà 4 tầng 4PN - MTKD Nguyễn Phúc Chu,1,https://nhadat24h.net.vn/du-an/nha-4-tang-4pn-mtkd-nguyen-phuc-chu/278851, 192 m, 4 m,15,Tân Bình,Hồ Chí Minh,Nguyễn Phúc Chu
59, Có,2 pn, MS278852,,None,,2 t, 92 m,Sổ Hồng, Có, 11 m,https://nhadat24h.net.vn/storage/product/16078/z4917417756866-8b2932d5f4a83e8357f06fcf36cba1c7.jpg, Có," 💥 Nhà 2 tầng Hẻm 320 Trường Chinh, F13,Tân Bình", Không,0, 8 m,"Đường Trường Chinh, 13", Không,"💥 Nhà 2 tầng Hẻm 320 Trường Chinh, F13,Tân Bình",1,https://nhadat24h.net.vn/du-an/nha-2-tang-hem-320-truong-chinh-f13tan-binh/278852, 92 m, 4.2 m,13,Tân Bình,Hồ Chí Minh,Trường Chinh
60, Có,4 pn, MS278883,,None,,5 t, 90 m,Sổ Đỏ, Có, 5 m,https://nhadat24h.net.vn/storage/product/2046/z4917915589939-230e683febec98cb82a4d4f4a0454c88.jpg, Có," Cho thuê nhà khu liền kề Làng Việt Kiều Châu Âu, DT 90m2 x 4 tầng, MT 5m.", Không,0, 15 m,"Đường Nguyễn Văn Lộc, Mộ Lao", Không,"Cho thuê nhà khu liền kề Làng Việt Kiều Châu Âu, DT 90m2 x 4 tầng, MT 5m.",1,https://nhadat24h.net.vn/du-an/cho-thue-nha-khu-lien-ke-lang-viet-kieu-chau-au-dt-90m2-x-4-tang-mt-5m/278883, 90 m, 5 m,Mộ Lao,Hà Đông,Hà Nội,Nguyễn Văn Lộc
61, Có,7 pn, MS278888,,Liên Hệ: Thanh Phượng 0868925393,Đông,10 t, 50 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/16285/0-02-08-e37f27dde89c9aea8ec1f1a9fafbddf51699fc4cf723e8af455c4454500b2f3e-full-large.jpg, Có," Chính chủ cần cho thuê, sang nhượng nhà nghỉ, gần ngã tư trị trấn trạm trôi, Huyện Hoài Đức, Hà Nội", Không,0, 10 m,"Đường 32, Trạm Trôi", Không,"Chính chủ cần cho thuê, sang nhượng nhà nghỉ, gần ngã tư trị trấn trạm trôi, Huyện Hoài Đức, Hà Nội",1,https://nhadat24h.net.vn/du-an/chinh-chu-can-cho-thue-sang-nhuong-nha-nghi-gan-nga-tu-tri-tran-tram-troi-huyen-hoai-duc-ha-noi/278888, 50 m, 7 m,None,Hoài Đức,Hà Nội,Quốc lộ 32
62, Có,3 pn, MS278897,,None,,1 t, 20 m,Hợp đồng mua bán, Có, 0 m,https://nhadat24h.net.vn/storage/product/15044/1-35.jpg, Có," Phòng mới 20m2, full nội thất, đường Ung văn Khiêm, P25, Bình Thạnh", Không,0, 6 m,"Đường Ung Văn Khiêm, 25", Không,"Phòng mới 20m2, full nội thất, đường Ung văn Khiêm, P25, Bình Thạnh",1,https://nhadat24h.net.vn/du-an/phong-moi-20m2-full-noi-that-duong-ung-van-khiem-p25-binh-thanh/278897, 20 m, 0 m,25,Bình Thạnh,Hồ Chí Minh,Ung Văn Khiêm
63, Không,0, MS279021,,"* KẾT CẤU: 1 phòng trống, có nhà vệ sinh theo tầng",,0, 32 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/15678/z4918538966919-370cec595999fd138e9593fb848c0267.jpg, Có," CHÍNH CHỦ CHO THUÊ VĂN PHÒNG HOẶC LÀM PHÒNG Ở TẠI QUẬN 8, TP HỒ CHÍ MINH", Không,0, 5 m,"Đường Võ Liêm Sơn, 4", Không,"CHÍNH CHỦ CHO THUÊ VĂN PHÒNG HOẶC LÀM PHÒNG Ở TẠI QUẬN 8, TP HỒ CHÍ MINH",1,https://nhadat24h.net.vn/du-an/chinh-chu-cho-thue-van-phong-hoac-lam-phong-o-tai-quan-8-tp-ho-chi-minh/279021, 32 m, 0 m,04,8,Hồ Chí Minh,Võ Liêm Sơn
64, Không,0, MS279004,,None,,0, 15 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/6165/z4917955894989-fe4b19e857c1ea8f1c1ce26311547725.jpg, Có," Cho thuê cửa hàng mặt đường Quang Trung. Địa chỉ: Số nhà 355 đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội", Không,0, 12 m,"Đường Quang Trung, Quang Trung", Không,"Cho thuê cửa hàng mặt đường Quang Trung. Địa chỉ: Số nhà 355 đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",1,https://nhadat24h.net.vn/du-an/cho-thue-cua-hang-mat-duong-quang-trung-dia-chi-so-nha-355-duong-quang-trung-phuong-quang-trung-quan-ha-dong-ha-noi/279004, 15 m, 3.8 m,Quang Trung,Hà Đông,Hà Nội,Quang Trung
65, Có,30 pn, MS279031,,None,,2 t, 69 m,Sổ Hồng, Có, 0 m,https://nhadat24h.net.vn/storage/product/14953/z4918637770376-905af586f03af97d355b996abc11cd17.jpg, Có, cho thuê căn hộ 2pn2wc full nội thất đẹp như hình, Không,0, 4 m,"Đường 743C, Dĩ An", Không,cho thuê căn hộ 2pn2wc full nội thất đẹp như hình,1,https://nhadat24h.net.vn/du-an/cho-thue-can-ho-2pn2wc-full-noi-that-dep-nhu-hinh/279031, 69 m, 0 m,Dĩ An,None,Bình Dương,None
66, Có,2 pn, MS279043,,None,,3 t, 30 m,Sổ Đỏ, Có, 7 m,https://nhadat24h.net.vn/storage/product/12817/1-89.jpg, Có," cần nhượng lại phòng do có việc về quê Đỗ Đức Dục , Nam Từ Liêm, Hà Nội", Không,0, 1 m,"Đường 69, Phú Đô", Không,"cần nhượng lại phòng do có việc về quê Đỗ Đức Dục , Nam Từ Liêm, Hà Nội",1,https://nhadat24h.net.vn/du-an/can-nhuong-lai-phong-do-co-viec-ve-que-do-duc-duc-nam-tu-liem-ha-noi/279043, 30 m, 5 m,Phú Đô,Nam Từ Liêm,Hà Nội,69
67, Có,2 pn, MS279068,,None,,4 t, 200 m,Sổ Hồng, Có, 25 m,https://nhadat24h.net.vn/storage/product/14669/a0-3.jpg, Có," Nhà MTKD gần sân bay TSN, 2 tầng 4pn - 25 tr/th", Không,0, 20 m,"Đường Phổ Quang, 2", Không,"Nhà MTKD gần sân bay TSN, 2 tầng 4pn - 25 tr/th",1,https://nhadat24h.net.vn/du-an/nha-mtkd-gan-san-bay-tsn-2-tang-4pn-25-trth/279068, 200 m, 4 m,02,Phú Nhuận,Hồ Chí Minh,Phổ Quang
68, Có,3 pn, MS279044,,None,,2 t, 90 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/11100/z4918693193671-8327e29f3380b40f004963bbde1ddac3.jpg, Có," Chính chủ cho thuê căn hộ tại khu đô thị EcoHom Tràng Duệ, Hải Phòng.", Không,0, 10 m,"Đường 10, An Đồng", Không,"Chính chủ cho thuê căn hộ tại khu đô thị EcoHom Tràng Duệ, Hải Phòng.",1,https://nhadat24h.net.vn/du-an/chinh-chu-cho-thue-can-ho-tai-khu-do-thi-ecohom-trang-due-hai-phong/279044, 90 m, 0 m,An Đồng,An Dương,Hải Phòng,None
70, Có,4 pn, MS279061,,Liên hệ chính chủ: 0988963866 hoặc 0986495067,,3 t, 30 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/13407/z4917486446230-617d5d5f5c9c6e8d21090f17eba78a93.jpg, Có," Chính chủ cần cho thuê nhà mặt ngõ Phố Tạ Quang Bửu, Phường Bách Khoa, quận Hai Bà Trưng, Hà Nội", Không,0, 5 m,"Đường Tạ Quang Bửu, Bách Khoa", Không,"Chính chủ cần cho thuê nhà mặt ngõ Phố Tạ Quang Bửu, Phường Bách Khoa, quận Hai Bà Trưng, Hà Nội",1,https://nhadat24h.net.vn/du-an/chinh-chu-can-cho-thue-nha-mat-ngo-pho-ta-quang-buu-phuong-bach-khoa-quan-hai-ba-trung-ha-noi/279061, 30 m, 0 m,Bách Khoa,Hai Bà Trưng,Hà Nội,Tạ Quang Bửu
71, Có,1 pn, MS279372,,None,,2 t, 63 m,Sổ Hồng, Có, 15 m,https://nhadat24h.net.vn/storage/product/16078/a1-65.jpg, Có, 💥 Nhà đường nhựa 20m đường Bạch Đằng gần sân bay - 12 tr/th, Không,0, 20 m,"Đường Bạch Đằng, 2", Không,💥 Nhà đường nhựa 20m đường Bạch Đằng gần sân bay - 12 tr/th,1,https://nhadat24h.net.vn/du-an/nha-duong-nhua-20m-duong-bach-dang-gan-san-bay-12-trth/279372, 63 m, 4.2 m,02,Tân Bình,Hồ Chí Minh,Bạch Đằng
72, Có,2 pn, MS279373,,None,,4 t, 200 m,Sổ Hồng, Có, 25 m,https://nhadat24h.net.vn/storage/product/16078/a0-8.jpg, Có, 💥 Nhà 2 tầng Mặt tiền KD đường Phổ Quang - 25 tr/th, Không,0, 20 m,"Đường Phổ Quang, 2", Không,💥 Nhà 2 tầng Mặt tiền KD đường Phổ Quang - 25 tr/th,1,https://nhadat24h.net.vn/du-an/nha-2-tang-mat-tien-kd-duong-pho-quang-25-trth/279373, 200 m, 4 m,02,Phú Nhuận,Hồ Chí Minh,Phổ Quang
73, Có,2 pn, MS279374,,None,,5 t, 44 m,Sổ Hồng, Có, 11 m,https://nhadat24h.net.vn/storage/product/16078/a1-66.jpg, Có," 💥 Nhà nguyên căn đường Sư Vạn Hạnh, 2 tầng 5PN, 10 tr/th", Không,0, 20 m,"Đường Sư Vạn Hạnh, 15", Không,"💥 Nhà nguyên căn đường Sư Vạn Hạnh, 2 tầng 5PN, 10 tr/th",1,https://nhadat24h.net.vn/du-an/nha-nguyen-can-duong-su-van-hanh-2-tang-5pn-10-trth/279374, 44 m, 4 m,15,10,Hồ Chí Minh,Sư Vạn Hạnh
74, Không,2 pn, MS279393,,None,,2 t, 0 m,Hợp đồng mua bán, Có, 0 m,https://nhadat24h.net.vn/storage/product/14528/z4425707079337-7807e538fccc28de8787f74f9c99e737.jpg, Có, Cần cho thuê căn hộ empire city 2PN giá $1400/tháng bao phí, Không,0, 1 m,"Đường Mai Chí Thọ, Thủ Thiêm", Không,Cần cho thuê căn hộ empire city 2PN giá $1400/tháng bao phí,1,https://nhadat24h.net.vn/du-an/can-cho-thue-can-ho-empire-city-2pn-gia-1400thang-bao-phi/279393, 0 m, 0 m,Thủ Thiêm,2,Hồ Chí Minh,None
75, Có,3 pn, MS279395,,None,Tây Bắc,4 t, 35 m,Sổ Hồng, Có, 0 m,https://nhadat24h.net.vn/storage/product/11615/1-15.jpg, Có," Pass lại phòng full nội thất như hình đường Trần Đình Xu P.Cô Giang Q1. Giá 7,5 triệu", Không,0, 5 m,"Đường Trần Đình Xu, Cô Giang", Không,"Pass lại phòng full nội thất như hình đường Trần Đình Xu P.Cô Giang Q1. Giá 7,5 triệu",1,https://nhadat24h.net.vn/du-an/pass-lai-phong-full-noi-that-nhu-hinh-duong-tran-dinh-xu-pco-giang-q1-gia-75-trieu/279395, 35 m, 0 m,Cô Giang,1,Hồ Chí Minh,Trần Đình Xu
76, Không,2 pn, MS279396,,None,,0, 130 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/5284/z4830952089793-02733312199ba60cf46570519def3734.jpg, Có," CẦN SANG NHƯỢNG QUÁN CAFE + TIỆM TRÀ SỮA TAKE AWAY Ở TRẦN BÌNH TRỌNG, P. Trần Hưng Đạo, Q. Hoàn Kiếm.", Không,0, 12 m,"Đường Trần Bình Trọng, Trần Hưng Đạo", Không,"CẦN SANG NHƯỢNG QUÁN CAFE + TIỆM TRÀ SỮA TAKE AWAY Ở TRẦN BÌNH TRỌNG, P. Trần Hưng Đạo, Q. Hoàn Kiếm.",1,https://nhadat24h.net.vn/du-an/can-sang-nhuong-quan-cafe-tiem-tra-sua-take-away-o-tran-binh-trong-p-tran-hung-dao-q-hoan-kiem/279396, 130 m, 15 m,Trần Hưng Đạo,Hoàn Kiếm,Hà Nội,Trần Bình Trọng
77, Không,0, MS279421,,None,,0, 240 m,Sổ Đỏ, Có, 20 m,https://nhadat24h.net.vn/storage/product/14469/1-9.jpg, Có, 🔥 Cho thuê 240m2  đất Quận 2🔥, Không,0, 1 m,"Đường 1, Thạnh Mỹ Lợi", Không,🔥 Cho thuê 240m2  đất Quận 2🔥,1,https://nhadat24h.net.vn/du-an/cho-thue-240m2-dat-quan-2/279421, 240 m, 12 m,Thạnh Mỹ Lợi,2,Hồ Chí Minh,None
78, Không,0, MS279414,,None,,0, 40 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/5273/z4919829399142-b86d99a90351cdac74e64b810f018578.jpg, Có," Cần sang nhượng 150triệu. Sang nhượng gấp quán ăn tại 101C, B1, Tô Hiệu, Nghĩa Tân, Cầu Giấy, Hà Nội", Không,0, 12 m,"Đường Tô Hiệu, Nghĩa Tân", Không,"Cần sang nhượng 150triệu. Sang nhượng gấp quán ăn tại 101C, B1, Tô Hiệu, Nghĩa Tân, Cầu Giấy, Hà Nội",1,https://nhadat24h.net.vn/du-an/can-sang-nhuong-150trieu-sang-nhuong-gap-quan-an-tai-101c-b1-to-hieu-nghia-tan-cau-giay-ha-noi/279414, 40 m, 0 m,Nghĩa Tân,Cầu Giấy,Hà Nội,Tô Hiệu
79, Không,0, MS279441,,None,,0, 30 m,Sổ Đỏ, Có, 0 m,https://nhadat24h.net.vn/storage/product/16310/aa.jpg, Có," Cần Cho thuê mặt bằng ngay chợ Gốc Đề Phường Minh Khai, Hai Bà Trưng, Hà Nội", Không,0, 6 m,"Đường , Minh Khai", Không,"Cần Cho thuê mặt bằng ngay chợ Gốc Đề Phường Minh Khai, Hai Bà Trưng, Hà Nội",1,https://nhadat24h.net.vn/du-an/can-cho-thue-mat-bang-ngay-cho-goc-de-phuong-minh-khai-hai-ba-trung-ha-noi/279441, 30 m, 0 m,Minh Khai,Hai Bà Trưng,Hà Nội,None
80, Có,2 pn, MS279443,,None,,2 t, 55 m,Sổ Đỏ, Có, 11 m,https://nhadat24h.net.vn/storage/product/3837/z4919920916655-cd942f7a329d11b5f64ae9d3e13ff1c3.jpg, Có," Chính chủ cho thuê nhà riêng 2 tầng, gần Hồ Tây", Không,0, 6 m,"Đường Lạc Long Quân, Xuân La", Không,"Chính chủ cho thuê nhà riêng 2 tầng, gần Hồ Tây",1,https://nhadat24h.net.vn/du-an/chinh-chu-cho-thue-nha-rieng-2-tang-gan-ho-tay/279443, 55 m, 5 m,Xuân La,Tây Hồ,Hà Nội,Lạc Long Quân
81, Có,4 pn, MS279447,,"- Vị trí: Gần chợ Hoàng Hoa Thám, Coorpmart, nhà thuốc Long Châu siêu thị, ngân hàng, chợ, xe buýt, sân bay, trường học ",,5 t, 182 m,Sổ Hồng, Có, 13 m,https://nhadat24h.net.vn/storage/product/14669/a0-4.jpg, Có, Nhà 4 tầng MTKD đường Nguyễn Thái Bình - chỉ 16 tr/th, Không,0, 20 m,"Đường Nguyễn Thái Bình, 12", Không,Nhà 4 tầng MTKD đường Nguyễn Thái Bình - chỉ 16 tr/th,1,https://nhadat24h.net.vn/du-an/nha-4-tang-mtkd-duong-nguyen-thai-binh-chi-16-trth/279447, 182 m, 3.5 m,12,Tân Bình,Hồ Chí Minh,Nguyễn Thái Bình
82, Có,1 pn, MS279448,,None,,1 t, 45 m,Sổ Đỏ, Có, 10 m,https://nhadat24h.net.vn/storage/product/14669/a0-5.jpg, Có," Căn góc 2 MTKD đường Phổ Quang, chỉ 8 tr/th", Không,0, 20 m,"Đường Phổ Quang, 2", Không,"Căn góc 2 MTKD đường Phổ Quang, chỉ 8 tr/th",1,https://nhadat24h.net.vn/du-an/can-goc-2-mtkd-duong-pho-quang-chi-8-trth/279448, 45 m, 4 m,02,Tân Bình,Hồ Chí Minh,Phổ Quang
83, Có,4 pn, MS279449,,None,,5 t, 380 m,Sổ Hồng, Có, 19 m,https://nhadat24h.net.vn/storage/product/16078/a1-68.jpg, Có," Nhà 4 tầng 2 mặt tiền đường Tân Sơn, Tân Bình", Không,0, 30 m,"Đường Tân Sơn, 15", Không,"Nhà 4 tầng 2 mặt tiền đường Tân Sơn, Tân Bình",1,https://nhadat24h.net.vn/du-an/nha-4-tang-2-mat-tien-duong-tan-son-tan-binh/279449, 380 m, 5 m,15,Tân Bình,Hồ Chí Minh,Tân Sơn
